Price,Open,High,Low,Close,Volume
Ticker,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS
Date,,,,,
2021-02-01,264.9790232858066,277.012361692669,250.83371719493724,274.6548156738281,165655500
2021-02-02,288.40720776490207,323.03375361765796,285.26379302969224,316.3049011230469,251965965
2021-02-03,333.2007029607296,335.8529310401253,320.4306293091824,325.1457214355469,224190114
2021-02-04,323.1810993495728,328.5838228949304,316.7469587548678,320.3815002441406,121033002
2021-02-05,321.8058525994722,324.16339859367963,307.0711526633958,310.3127746582031,103512235
2021-02-08,313.1124062194268,333.2498315605978,312.3756711459693,330.0082092285156,102123614
2021-02-09,331.03959004577683,332.5130600311438,316.5013648479523,319.3009338378906,105981081
2021-02-10,320.2341827500987,326.7665611572577,313.84914536397713,323.0828857421875,93466949
2021-02-11,320.67622802271865,325.4895577862429,317.6801541043446,319.2518615722656,55257166
2021-02-12,320.6270887937786,324.6545797422737,315.56818076310265,319.644775390625,64093642
2021-02-15,324.0651695347484,329.860812328601,318.26952674089574,327.45416259765625,78680452
2021-02-16,329.5170529477214,331.923702870829,321.70764916763585,323.3775939941406,65943843
2021-02-17,321.1182419728182,328.338251402362,319.6939055405655,324.3107604980469,52150941
2021-02-18,325.6369149419469,325.88249330917307,315.4208608609024,318.1222229003906,49204247
2021-02-19,316.2557820444854,316.2557820444854,296.06922554374745,306.33441162109375,80274683
2021-02-22,306.92384471631743,308.348181210183,296.8059983504584,299.11444091796875,57723298
2021-02-23,303.0436740451389,323.0828607579072,303.0436740451389,318.26953125,133310157
2021-02-24,319.25187671486447,324.1634440489393,310.90221224693727,315.96112060546875,50821757
2021-02-25,319.5956582001451,328.78029412690057,317.5327941451684,327.2576904296875,64514912
2021-02-26,317.28720181931817,327.06123132779186,313.2106075438297,317.23809814453125,91901339
2021-03-01,324.16344464363965,325.98073055614685,316.99256831386606,322.4934997558594,61190868
2021-03-02,325.2439719002589,341.0592235952066,320.6762205975552,339.6348571777344,127708761
2021-03-03,342.4835531693059,350.68587586937883,340.3715854026324,342.3362121582031,92006451
2021-03-04,333.00423944206096,339.2910391468769,331.33429468676695,333.2007141113281,59863169
2021-03-05,327.11033547749474,331.87456107385776,314.0455803159194,319.399169921875,86738909
2021-03-08,325.88246685577275,325.88246685577275,313.16149647494467,315.56817626953125,81925952
2021-03-09,319.25184204365524,322.54259779567013,304.1242222931516,309.62518310546875,74702208
2021-03-10,313.8491253526681,318.7115885816565,311.0986598759189,315.7646484375,58643853
2021-03-12,319.30097514756653,320.72534164216194,308.5937645308822,311.9336242675781,48360842
2021-03-15,314.3402905047457,314.7332098723114,304.5662601057333,312.9159240722656,45081385
2021-03-16,315.3226158566259,316.206691961593,309.52697252647766,314.29119873046875,39267404
2021-03-17,312.96504765934594,314.3402803904893,298.6232663709648,300.39141845703125,47262481
2021-03-18,305.49947464038956,311.0004358063285,294.4484486284784,301.5702209472656,73731921
2021-03-19,298.13212806931557,305.49947884532827,285.06737135098376,303.4857482910156,109932681
2021-03-22,301.0299530143096,302.06137009178536,294.7922569371742,297.6900634765625,56385019
2021-03-23,299.60558858868905,306.727360776453,298.62327518348025,301.963134765625,60240483
2021-03-24,298.1812467601944,299.605613306389,288.01432615976506,289.2422180175781,61523819
2021-03-25,288.8001641996464,288.8001641996464,277.2579807664973,280.4996032714844,84528317
2021-03-26,285.36204129036645,296.0692513019097,285.36204129036645,291.1576843261719,80924011
2021-03-30,295.1851661962408,295.97100489714745,287.5231339400141,291.7961730957031,45257233
2021-03-31,293.71172303790064,302.06138740519884,292.23825285543626,296.4621887207031,58569012
2021-04-01,301.32463241068933,304.36980991553935,297.6900608762191,302.30694580078125,44088352
2021-04-05,301.37374207029364,306.18710175953305,291.94355732051525,299.6546936035156,66178755
2021-04-06,300.73523838106905,308.24992981970695,299.40910930887986,302.30694580078125,63031783
2021-04-07,301.3246315185718,305.15564773302276,299.70382042528394,302.3560485839844,39073986
2021-04-08,302.45429420757415,314.14381783986653,302.06137483749717,308.3973083496094,62459774
2021-04-09,307.66057643395277,319.25186284775606,306.9729450459193,312.5721435546875,75462572
2021-04-12,302.4051972482931,302.4051972482931,277.89646503057287,281.4819030761719,105342538
2021-04-13,282.1695266545873,299.1635366342988,275.5880148250382,297.4936218261719,116874853
2021-04-15,297.6409539060891,302.1104677904465,291.255916941107,298.1321105957031,75262749
2021-04-16,296.65864375945057,309.428717828566,294.84135799251135,304.51715087890625,75330709
2021-04-19,289.7824447982665,299.11442183414295,287.62134338830197,296.0692443847656,65791784
2021-04-20,302.2578204162953,302.6998434233982,288.99659060238656,292.7784729003906,56740291
2021-04-22,288.80016316103894,297.14982774222545,287.03201088791906,289.3404235839844,61022978
2021-04-23,285.85320017289143,294.69402079679526,285.3620434715634,288.8001403808594,58158986
2021-04-26,291.74709202289705,293.7117189052061,289.3895457596916,290.1753845214844,30583139
2021-04-27,290.47010485566597,297.14982445560287,289.88071077853556,296.1675109863281,35040532
2021-04-28,298.1321084434528,304.02598867627233,297.6409517573845,300.4896545410156,44668126
2021-04-29,303.43658773520053,304.51713841546547,295.9218966053515,296.5603942871094,36647292
2021-04-30,292.92587084258327,295.97101843121266,287.3757760940221,288.6528015136719,36121668
2021-05-03,284.1832688234988,289.5368891120364,279.95933298364844,287.8178405761719,35376618
2021-05-04,291.1085839492333,294.4484435350498,282.9553646903411,284.33062744140625,38640006
2021-05-05,288.30898718073274,288.7019065510015,283.39742010780714,286.3443603515625,29350536
2021-05-06,286.34437959916363,296.65867114561723,285.16559143129473,295.92193603515625,45032502
2021-05-07,297.6409640954015,300.5388006544576,295.18518056326127,297.3953857421875,41591323
2021-05-10,299.11442264494394,310.11634443450873,298.6232659575138,309.2813720703125,53260388
2021-05-11,304.07511349796766,315.07703602205896,302.65077699602176,309.968994140625,58472304
2021-05-12,312.6212326939121,328.8294034384511,310.65660593699823,320.2341613769531,111584920
2021-05-14,323.52495310657486,323.6722941341354,304.51718112771465,306.7273864746094,81305325
2021-05-17,309.82163905488005,318.1221992409256,305.89238547148824,315.42083740234375,51162423
2021-05-18,320.1850618345171,330.6957971330625,318.26953873065605,326.5700988769531,86153088
2021-05-19,307.4641222186012,317.2381534304198,306.5800460736022,308.88848876953125,119407026
2021-05-20,310.41106352912516,311.0004576199994,300.68616595210125,302.25787353515625,54043899
2021-05-21,306.48176621040403,310.1163376085162,304.02598282730787,307.56231689453125,40358753
2021-05-24,309.1831142236181,310.2145312076589,304.71360065567677,306.33441162109375,31963997
2021-05-25,309.96896790473187,313.35796097854507,308.2990531840175,309.6742858886719,37382263
2021-05-26,310.50928541896025,314.3403018522187,309.23225995598926,309.9198913574219,28639717
2021-05-27,311.44245360595227,317.72928339115066,310.9512969025978,312.9650573730469,49484106
2021-05-28,316.9434433955188,318.7607293581495,310.9022213924632,313.1124267578125,26618815
2021-05-31,313.0633230741585,314.0947402535233,306.58004800690156,313.1124267578125,30917309
2021-06-01,313.5544582371665,319.93949551974555,311.6880387415358,312.4739074707031,32595728
2021-06-02,310.3619338956088,318.66246422381363,310.01811820652694,317.2872314453125,26323777
2021-06-03,319.5465346587818,321.9041107835563,317.9257235563686,319.8903503417969,21408371
2021-06-04,319.399189787242,330.9413720122089,318.51511374004366,329.02587890625,41278749
2021-06-07,333.7409801345141,344.79200596678277,333.7409801345141,339.3892822265625,64986814
2021-06-08,340.12601034595644,350.34206357811104,331.53076820724993,346.51104736328125,44104954
2021-06-09,349.90004646839367,352.55227467228934,333.740978982735,337.2773132324219,59334814
2021-06-10,339.09461041078504,341.69773502301825,336.34411480075437,338.6525573730469,24351860
2021-06-11,339.8804587964406,346.6584157075093,338.2596475752024,344.54644775390625,36441967
2021-06-14,343.8588367301649,351.57000388117206,335.0671486861368,349.6545104980469,38482142
2021-06-15,349.457988427894,354.36955537698594,345.2831565211658,346.4619445800781,35526159
2021-06-16,343.90790810450545,349.7035508448525,341.94328141436586,343.1711730957031,27550588
2021-06-17,342.23798294676783,346.6583932517061,336.196761525584,339.53662109375,29236974
2021-06-18,339.5366109517491,340.76450266644355,323.1810993075838,331.4325256347656,49440514
2021-06-21,325.0475000344638,329.86082972807094,320.43064501317775,328.3873596191406,29123887
2021-06-22,331.13786729222204,338.2105060878928,330.20465753119555,331.9237060546875,26708459
2021-06-23,334.96885850694446,337.17906358506946,328.38734694984225,329.320556640625,25741628
2021-06-24,329.07498633707985,331.43253248243707,327.4541752357609,328.7311706542969,15580223
2021-06-25,329.95908574953944,336.7370426388838,329.95908574953944,333.64276123046875,22426352
2021-06-28,334.7724031797028,338.89813155498103,331.57988454911236,336.7370300292969,17843975
2021-06-29,336.5897060911112,340.3716189640553,333.5936619845791,335.5091552734375,22462297
2021-06-30,335.95117403259684,339.2419298322823,332.8568928989142,333.5936279296875,18277841
2021-07-01,335.46004546476433,341.2556888637584,335.1653634188839,338.1614074707031,27944816
2021-07-02,339.1928461699049,339.4384245496914,334.477753269137,338.7999267578125,18304387
2021-07-05,340.91184794103634,343.9079217490631,337.915804110835,339.9786682128906,18399524
2021-07-06,341.8450571778472,351.86466567246595,305.990618709481,311.29510498046875,164083830
2021-07-07,310.4110264405793,313.4562038980614,300.8334710361627,311.4915771484375,112183313
2021-07-08,309.23223150556794,309.23223150556794,299.60557263816014,300.93170166015625,87360324
2021-07-09,300.39141168234187,303.38748539893874,296.5112919204747,300.882568359375,48807214
2021-07-12,305.30299398771405,306.4817820637048,300.68613897537307,302.01226806640625,32282319
2021-07-13,304.51713822759564,306.72734326311854,302.6998525361564,305.4503479003906,25736308
2021-07-14,304.5171873468822,307.7588099307335,303.1910581160961,304.07513427734375,21863250
2021-07-15,305.00830417482433,307.316746611004,302.15960137133305,304.7627258300781,23617599
2021-07-16,305.5976846300245,309.87075363446075,305.0082906332361,305.7450256347656,25148606
2021-07-19,303.4857495466833,304.81184870959066,300.5879129049977,303.38751220703125,21346348
2021-07-20,301.57022593310415,302.55253937262563,295.7254489768203,296.8059997558594,27672567
2021-07-22,300.09675015770694,302.012273320057,295.7254434425115,297.19891357421875,21338361
2021-07-23,295.1851868774512,296.56041968930157,289.78246299117507,290.3227233886719,33435130
2021-07-26,289.78246530609863,291.74709218952984,285.85321153923627,287.9651794433594,27502360
2021-07-27,287.8178317333597,292.38558313561055,283.4956586858302,286.2461242675781,55132877
2021-07-28,284.87089493263386,285.75497102479045,278.58409497106527,279.4190673828125,36139725
2021-07-29,282.4642215211714,290.17538812557564,282.4642215211714,287.7196044921875,57733359
2021-07-30,288.80014127681096,294.6940217110316,288.0634062225334,288.75103759765625,30589609
2021-08-02,293.8590709713377,294.10464934085707,290.3718701152937,291.5997619628906,19273390
2021-08-03,293.22057123839465,299.11445206730707,292.4347324523375,298.32861328125,31063992
2021-08-04,299.3600140545656,301.0299588558447,291.9435597418013,292.8767395019531,26186248
2021-08-05,290.2735944553117,295.5780805411637,287.57223274718274,294.3993225097656,20704901
2021-08-06,294.7431335449219,298.03388954063985,292.385587301572,294.7431335449219,16001898
2021-08-09,295.4307612881509,298.8197545808414,290.813876219533,292.82763671875,16985859
2021-08-10,292.63115412047216,294.890492913703,285.8531976964312,288.9966125488281,15173990
2021-08-11,290.07714682401246,292.53293042386974,281.38369686277935,290.2245178222656,20802022
2021-08-12,292.0417523317867,301.9631233447128,292.0417523317867,300.587890625,33652880
2021-08-13,303.3383696962169,305.99062790028734,297.6900675760671,301.8157958984375,34922863
2021-08-16,300.5388185920922,302.4052081923488,297.690085542522,298.32861328125,14348786
2021-08-17,297.44446641868427,297.44446641868427,287.62133304980006,292.4346923828125,25539214
2021-08-18,291.6488523078945,292.4838247216409,287.42491653646255,288.1616516113281,18004320
2021-08-20,284.3797257104715,285.55851376672285,276.03006191586354,278.0929260253906,32578752
2021-08-23,282.12044035454943,283.20096118844214,270.1362040387883,272.0517272949219,24498294
2021-08-24,273.57426198829336,276.52120197380464,263.70202502796025,274.85125732421875,37589121
2021-08-25,277.79822659517134,284.08505654261086,277.45444087621223,279.36993408203125,31538128
2021-08-26,279.81198837480304,282.2677719659847,276.66857338695974,279.2716979980469,17864053
2021-08-27,277.89644582735167,281.72746196720334,276.71768777238,280.696044921875,13477390
2021-08-30,284.96912169559624,288.3089812408105,284.77264702559654,286.7864074707031,17217097
2021-08-31,286.5899655426467,286.786440235093,281.03990022607564,282.2186584472656,36951003
2021-09-01,283.88855672992963,292.1399828330894,282.2186120521533,290.02801513671875,33103168
2021-09-02,290.02804366652754,291.05946078919806,286.5408429395681,287.9651794433594,14907001
2021-09-03,287.32667940650407,291.206829461415,286.83552268956987,290.3227233886719,16594135
2021-09-06,292.238221107924,293.66258745403354,290.7647510855311,292.1891174316406,16622865
2021-09-07,292.0909189517897,292.53294203060574,285.7549850216382,289.3895568847656,14325904
2021-09-08,288.3089667828178,293.5152155206453,286.4425774227187,290.02801513671875,14920479
2021-09-09,288.80013442229546,298.1321115549887,288.35808140909035,293.66259765625,34020970
2021-09-13,293.71173159689806,296.6586720477031,290.27363440429224,295.8728332519531,16339860
2021-09-14,296.9042443958472,301.76670803217087,296.8551407137946,300.6861572265625,23234649
2021-09-15,300.68613881643415,307.4640953052335,300.68613881643415,306.43267822265625,26808872
2021-09-16,307.85704913691507,309.428756754089,302.20874643426106,306.13800048828125,26249369
2021-09-17,306.4817969967974,309.77255305627085,300.58791628532055,303.1419372558594,24972069
2021-09-20,299.50734429476785,304.76272688611283,292.0417565930482,293.66259765625,19632688
2021-09-21,293.31877187466006,297.3462625993083,287.91604845759707,296.6095275878906,19439330
2021-09-22,297.78832677337454,308.2499593857231,297.64098574629355,304.61541748046875,29545253
2021-09-23,307.6605918991552,318.2695654220937,307.6605918991552,315.81378173828125,52701665
2021-09-24,319.3500724633177,321.1673581357984,310.4601187598187,312.3265380859375,28901243
2021-09-27,317.4346063630919,327.6997945855341,317.4346063630919,325.7842712402344,56305136
2021-09-28,328.09268465915676,330.0573115134032,318.7607071014861,323.4757995605469,28497009
2021-09-29,319.25185129193085,327.1103584006553,318.2695379033403,324.40899658203125,19740150
2021-09-30,325.39129855840036,331.9236763678569,323.27933084256733,327.45416259765625,30268517
2021-10-01,326.76656206962366,331.3343136014988,319.9395016013281,327.4050598144531,29877695
2021-10-04,330.8431303699811,337.17906358506946,329.22231930825444,335.951171875,29553072
2021-10-05,334.42861910769346,345.2831705139427,332.85691162472466,338.8490295410156,31861985
2021-10-06,340.8627588000602,342.5327036152834,329.07499768881894,330.1064147949219,25272592
2021-10-07,335.0670866232494,376.22600961713044,333.2498009467663,369.8409729003906,163238084
2021-10-08,379.07474755676986,390.5186930483377,373.27910430134074,376.17694091796875,93728117
2021-10-11,383.2495609154086,413.4556974847087,381.1375931345836,408.39678955078125,113404983
2021-10-12,415.5185534327362,427.9939451604991,406.2848137964626,413.4065856933594,97349265
2021-10-13,454.71287179643343,514.5848561891336,454.71287179643343,497.9346618652344,197949387
2021-10-14,520.6261126327992,520.6261126327992,483.2982026704475,488.7991638183594,103630901
2021-10-18,498.0328932298586,515.7145344096169,494.6930336692472,500.5869140625,72322623
2021-10-19,503.3865240193565,508.24898743899666,467.63029155270186,473.3768310546875,57428637
2021-10-20,473.2785867499708,488.2097625037927,462.9151923137069,478.28839111328125,55444814
2021-10-21,483.0526348474458,501.37277453546926,477.15875419856997,499.0152282714844,52608672
2021-10-22,500.88160632724515,501.66747504910137,478.77955440086106,482.2176513671875,42742785
2021-10-25,485.16458871045205,487.22745287342497,464.8798227265088,471.4122009277344,33107841
2021-10-26,474.94854042698694,500.97984615876595,474.7029620710267,499.6537170410156,58027770
2021-10-27,496.8050388267079,497.5908776137504,487.2274824677155,489.0938720703125,30361263
2021-10-28,485.16457253196063,485.16457253196063,470.0860561488728,472.5418395996094,25182748
2021-10-29,473.47507470402616,482.90528965635224,459.4280046033155,475.14501953125,31054342
2021-11-01,477.84638473798555,481.03890341704255,461.4908419845549,477.1096496582031,34315690
2021-11-02,497.54175834920204,500.9798553960376,477.8954895101417,479.22161865234375,51580720
2021-11-03,475.2432407006496,486.2451634609993,473.0821690719641,476.32379150390625,22950198
2021-11-04,481.13708675133614,484.8207619662897,479.3689346392887,481.03887939453125,5531940
2021-11-08,485.16457105690796,495.9209145295618,481.5791332252984,492.53192138671875,31736426
2021-11-09,496.06826554466886,511.44149419182867,494.5947954489916,500.6360168457031,50458762
2021-11-10,497.2961728268258,506.82462506767547,491.35318857972976,501.7165832519531,26615777
2021-11-11,500.97982548395015,509.8206459336669,492.1390050342334,494.5456848144531,29256213
2021-11-12,497.9838238856021,500.5378149165079,488.55360861064617,498.08203125,20731808
2021-11-15,497.29615366223607,505.7931884675649,495.5771052298234,496.51031494140625,18014977
2021-11-16,497.9346791362795,517.5318143718761,497.2470777116674,509.8697814941406,55897781
2021-11-17,511.04857141590736,527.2076396296076,511.04857141590736,520.7734985351562,48463415
2021-11-18,522.0504665186228,524.7518283587782,492.4336936342944,500.6851501464844,47197742
2021-11-22,503.19002147091464,503.19002147091464,469.93870805360154,477.5025329589844,40044849
2021-11-23,475.83261269471757,490.5182102544273,468.5634994121902,486.7362976074219,27553684
2021-11-24,490.17439617318996,492.92486175577665,476.7166903392283,480.0074462890625,20915837
2021-11-25,482.11941944734434,486.39248886336077,477.8954836895235,484.0349426269531,15336539
2021-11-26,477.4043121429586,478.1410471925619,449.89953695776757,452.0606384277344,51787989
2021-11-29,448.91723695197487,462.4240465976853,435.263086287513,453.2885437011719,42819150
2021-11-30,458.2983265510192,469.545827506479,447.5911159779223,450.48895263671875,35471800
2021-12-01,459.57533860666535,469.93873317543023,455.3513729225713,466.8444519042969,28256188
2021-12-02,470.9210553307523,471.9525024254849,463.3572598585152,470.6263732910156,21012008
2021-12-03,471.5104357593547,476.1273207672955,468.85817756707786,471.6086730957031,20948900
2021-12-06,471.60866537119585,472.3945040934597,457.7580405520598,458.93682861328125,17473075
2021-12-07,468.4161615160104,476.323772576027,462.6696219988039,473.2785949707031,21280797
2021-12-08,475.93087128953294,487.17837239576244,474.94855782969904,485.16461181640625,20581817
2021-12-09,489.192102635441,489.6832593649947,480.8915419148531,485.2137451171875,16951593
2021-12-10,479.1233829448928,488.0133076337235,477.94459481940237,485.70489501953125,14567815
2021-12-13,490.6164497590219,497.44351004339785,485.4593043024568,486.5889587402344,21921272
2021-12-14,483.2490882949914,483.2490882949914,474.7520534172568,480.7441711425781,17722547
2021-12-15,479.17246364213656,488.89739026640086,478.6322032642667,482.9543762207031,16263723
2021-12-16,486.2451283227063,487.71859840853267,478.7795405589542,483.24908447265625,13581352
2021-12-17,479.36895621188467,480.20392862708144,459.9191621927792,461.8837890625,27341178
2021-12-20,451.7659529131168,451.8641902543898,432.2179211128946,439.1432189941406,33007516
2021-12-21,444.1039223843996,452.7482688631241,441.8937170938115,445.577392578125,18838054
2021-12-22,450.04688999378277,463.7992779537323,450.04688999378277,462.178466796875,22730750
2021-12-23,467.5811961068526,469.5458229812511,462.6205252401271,463.9957580566406,12116814
2021-12-24,466.50061811369983,466.50061811369983,451.8641547489195,459.3297424316406,15487368
2021-12-27,457.4633654866417,464.0939809817989,451.9624044136127,462.81695556640625,12557565
2021-12-28,466.7953421535676,474.260900051009,464.2904249835508,471.7069091796875,22860916
2021-12-29,470.28253859832506,473.0821377740578,465.86212831384995,467.5811767578125,10263884
2021-12-30,464.19216793127475,467.9740803763186,460.3120481321406,462.0802001953125,11923961
2021-12-31,464.339558907574,475.04676903510847,463.5045865170881,473.86798095703125,15541446
2022-01-03,484.77167280054033,491.99168243356047,483.2982026704475,488.7991638183594,32748423
2022-01-04,488.01331272131904,490.17441431463885,475.4888161631794,480.940673828125,24100985
2022-01-05,478.33751668015066,484.0349223442136,474.9976271758804,481.0879821777344,15420105
2022-01-06,472.9839088681515,484.2314094502277,468.6617358418687,480.20391845703125,16563230
2022-01-07,481.38268326087285,486.7363034330533,475.1941206573956,481.9229736328125,15532165
2022-01-10,484.3787618538558,495.970048421086,482.6105796802909,494.7912902832031,25193771
2022-01-11,494.10363003952494,498.91695960498106,489.33940415192865,492.4336853027344,16269193
2022-01-12,496.90324013388476,502.79712054276075,494.59479764484314,498.2784729003906,16255334
2022-01-13,495.08595173292986,504.7126110254954,486.04865649588095,502.8953552246094,27572553
2022-01-14,499.99754620474505,506.2843762689527,496.70679015066105,500.8816223144531,12655602
2022-01-17,505.6949298336463,517.5809580294149,502.9444642857143,515.7145385742188,27942414
2022-01-18,518.5632815940015,519.15264566737,498.18024802563946,501.76568603515625,19353195
2022-01-19,500.97980267661757,512.9640373984428,495.8717613248636,511.63787841796875,21799071
2022-01-20,510.7538725445609,513.9463911459623,502.94446889769466,506.57904052734375,18364451
2022-01-21,501.37276682783994,504.76173016214847,485.50841098739824,492.9739990234375,17946821
2022-01-24,490.86204543959497,495.3806633501944,464.9780799055723,469.9878845214844,25228959
2022-01-25,465.42009040559566,483.7893635086276,459.378868816231,481.87384033203125,22565698
2022-01-27,472.24715950107463,493.8089502775373,468.1705649518047,485.6557312011719,26676094
2022-01-28,491.64787052593454,500.34135035597444,486.5398287111577,488.50445556640625,21784640
2022-01-31,496.06827732677453,510.8029786335104,489.3885580588515,508.5927734375,27306578
2022-02-01,499.0152173973558,505.6458329828522,484.28051609625277,495.3806457519531,48030231
2022-02-02,499.604582836857,505.351122010797,496.21558974053147,497.4434814453125,14311040
2022-02-03,500.0957656249651,505.20377739680964,493.9563067805657,495.5771179199219,15249245
2022-02-04,494.8895093541345,498.8187631957007,490.1744167353861,491.7461242675781,12663199
2022-02-07,494.0054234554273,495.4297899359277,483.7893696651699,485.85223388671875,13392910
2022-02-08,489.19208813439406,489.6832448493884,470.6754739835409,484.0349426269531,23378623
2022-02-09,487.71859395700204,494.79126229554487,485.950441861279,492.38458251953125,12430730
2022-02-10,497.73821002094996,501.47098893669414,495.28242652958517,498.4749450683594,14537945
2022-02-11,494.3492422635631,498.0329176902663,488.2097832190579,490.0270690917969,13534899
2022-02-14,478.3866251773476,479.8600952754298,460.5085093294868,463.1116638183594,22157389
2022-02-15,467.72853303532713,496.55943816048756,459.035053196596,495.0859680175781,30623088
2022-02-16,495.0859829757898,498.9169994675369,487.8168693800442,489.6341552734375,20176993
2022-02-17,496.9523518268293,502.4533129593889,489.48676385962887,491.10760498046875,27943077
2022-02-18,489.1920517039502,493.75980281766914,482.8070148845211,484.4278259277344,15476803
2022-02-21,481.48092921804647,491.5496420323676,477.5025717557139,485.70489501953125,22592161
2022-02-22,472.0506906565639,477.6989926859557,463.11166273143925,469.7913818359375,27957544
2022-02-23,473.2294650607639,476.81490285860167,466.89353184567557,468.5634765625,17703998
2022-02-24,447.88581839751856,453.38674959866717,398.27899040426803,420.38104248046875,57265685
2022-02-25,436.98215698930693,457.46339901548856,433.78963818357545,451.6186218261719,48876182
2022-02-28,437.1294545549864,449.2610308061786,432.65994066246446,446.0193786621094,34475468
2022-03-02,444.9388851023018,446.21588058450027,436.6874282154505,439.6835021972656,25791134
2022-03-03,450.39070284194685,450.39070284194685,427.3063374836355,429.36920166015625,29599672
2022-03-04,424.2120831232315,424.2120831232315,407.41451658839736,409.87030029296875,38765185
2022-03-07,394.6444232766398,394.6444232766398,380.6464568007416,387.031494140625,44836205
2022-03-08,383.5933972658743,388.45586077164296,369.69366812363654,384.8212890625,55543383
2022-03-09,387.96469441621565,402.0117642295635,382.61107432477695,398.72100830078125,48376222
2022-03-10,419.44779308675044,427.25719607328904,406.67771976092433,412.1786804199219,59776817
2022-03-11,406.28484979759963,413.7013043700696,400.19449440324667,410.7543640136719,51510243
2022-03-14,411.34375482280757,411.5893331838958,396.8546315186012,404.41845703125,40721277
2022-03-15,402.60114448974446,416.69734747784696,400.7838587425282,406.33392333984375,47706136
2022-03-16,419.4969471716947,420.97041734789013,413.25928074139625,417.3849792480469,27191170
2022-03-17,424.3594112541346,427.9939830175811,421.95273130565954,426.1275634765625,26704541
2022-03-21,427.7974968526854,428.58333560204187,419.5460700731358,420.38104248046875,18270995
