Date,Open,Open.1,Open.2,High,High.1,High.2,Low,Low.1,Low.2,Close,Close.1,Close.2,Volume,Volume.1,Volume.2
2020-12-01,221.6412169389869,63.08408290802546,,223.95152175002144,63.31772871587325,,216.38160949836288,61.78605651074098,,221.88699340820312,62.72063446044922,,12095583,10557455.0,
2020-12-02,223.8531953433739,63.058111742437326,,226.6058946780588,63.75904375431157,,217.56132400781223,62.43505813094802,,221.93614196777344,63.135990142822266,,15949367,7670309.0,
2020-12-03,223.5582518909036,63.44750785833299,,230.78408548805567,66.04355969147525,,222.6734626753765,63.44750785833299,,227.8839263916016,65.6541519165039,,18420230,12115450.0,
2020-12-04,228.96534511675443,66.22530403850416,,235.45384968896064,66.58875247678026,,226.6550553834572,64.92727767443436,,233.1927032470703,66.06954193115234,,23190815,12172490.0,
2020-12-07,232.6520107379776,66.06953250925474,,240.76263460483423,67.96465284321462,,226.3109805331817,65.88781095687263,,238.8455810546875,67.70504760742188,,29622343,7011409.0,
2020-12-08,240.7134676151597,67.99062268015314,,241.05754565382668,68.40599006443553,,229.6043687756827,65.96569941946255,,233.291015625,66.43299102783203,,20773921,8517454.0,
2020-12-09,235.3063764964249,66.5887321729939,,236.2403239953728,71.83275497219074,,231.52141321000005,66.5887321729939,,232.7994537353516,70.53472900390625,,11402930,26954877.0,
2020-12-10,232.99608602628425,69.54823991707359,,238.6981029461158,69.54823991707359,,227.5890038611173,65.1609106160696,,230.7349395751953,68.50981903076172,,13593650,23021454.0,
2020-12-11,232.0129817927765,68.01657000961589,,238.4031698506284,71.28759483923814,,229.6535337410485,67.86080792852567,,231.57058715820312,70.69050598144531,,15252464,13396730.0,
2020-12-14,234.3724295517635,70.74241398910468,,235.15891723502543,73.00097702030457,,230.24338796589444,70.61261139462925,,230.8824157714844,72.42984771728516,,10984815,12616362.0,
2020-12-15,231.0298778151371,72.40390798719605,,233.9791954042665,74.19518533547566,,224.3447549462428,70.97607905883561,,233.0944061279297,73.59809112548828,,16607062,13873190.0,
2020-12-16,234.1758243268509,73.72788502850251,,239.8778415944614,74.5067007154233,,233.73342966837376,73.00098827470366,,237.7150115966797,73.39039611816406,,13238721,8115225.0,
2020-12-17,236.92849504717623,73.10482326875449,,238.64893017718688,73.62403366879064,,230.63662400068185,71.13182480495335,,232.7994537353516,71.52123260498047,,8522968,8571951.0,
2020-12-18,232.7011578072648,71.59911627765842,,232.94693427622065,72.17024560502567,,221.98530976118863,70.0155203322031,,223.8040466308593,71.52123260498047,,23402281,10625821.0,
2020-12-21,222.23108043617185,70.63858694305766,,224.1481338438459,71.52124584282646,,198.58738173884592,65.52436566878436,,203.06051635742188,67.47140502929688,,27017949,7838854.0,
2020-12-22,204.6826445465084,67.08200551316716,,207.4353440555029,68.43195085860357,,194.4091909335341,65.05708221332958,,204.9284210205078,68.09446716308594,,26497524,9535773.0,
2020-12-23,205.4691242331027,68.76942425233968,,219.5766992897009,69.39247784046316,,203.69953068926733,66.97814716711537,,217.4630126953125,68.50981903076172,,23305087,5673831.0,
2020-12-24,219.23260487707864,68.79539622557512,,221.93614596861207,70.40494677931171,,215.0052467155708,68.79539622557512,,216.6273803710937,69.52229309082031,,15688836,5291482.0,
2020-12-28,219.2326016174716,70.09339927307353,,226.1143424754191,70.95009848797237,,218.1020359054963,69.75591042316043,,225.22955322265625,70.3530044555664,,13713702,4608702.0,
2020-12-29,227.09745659978995,70.69050562146026,,233.3893281848366,71.18375132878717,,224.2955988621177,69.54824156314568,,228.86705017089844,70.17129516601562,,21325726,3553030.0,
