Date,Open,High,Low,Close,Volume
2020-12-01,445.5007741996184,455.4228404401444,439.2994827992896,453.7857055664063,2368793
2020-12-02,454.4306510562338,472.29037096674085,454.4306510562338,463.9558410644531,6009102
2020-12-03,466.4363101481863,474.7708392004593,464.7495468834354,473.7290344238281,1915853
2020-12-04,475.0685130124258,477.1025547318689,466.6347568228754,472.4888000488281,950378
2020-12-07,475.31656491630525,489.0586325354322,472.1415219287595,478.49163818359375,3124865
2020-12-08,478.39238526377386,482.5100364181893,468.8671962633699,479.5334167480469,1903077
2020-12-09,481.6171048869331,484.5937248556777,473.2825750303969,483.0558166503906,1801377
2020-12-10,483.6511199328908,495.11109406641896,481.0713767134701,492.68017578125,3993397
2020-12-11,493.077060965053,499.1791252390111,486.5284916282298,494.7637939453125,2677102
2020-12-14,496.10330522333953,496.5001818115696,481.1209793496461,486.4292907714844,855417
2020-12-15,482.212404126086,486.9253854421331,474.72125646195,476.4079895019531,4258886
2020-12-16,478.045117828656,484.1968107326478,477.4498181048273,482.46044921875,2329667
2020-12-17,484.1968404384784,485.5859236788696,475.51503233635407,478.3924255371094,1180321
2020-12-18,479.0373277696301,483.7007108372916,471.9430567332983,478.7892761230469,1855414
2020-12-21,478.2435669506345,481.7658881637892,454.8274858323729,465.5433349609375,2098235
2020-12-22,462.61629829999697,480.17836613287966,455.0259243409425,478.7396545410156,2183487
2020-12-23,480.17841476992027,486.1812528203971,478.7397030323298,480.97216796875,1561748
2020-12-24,483.3038371299722,504.0409488515789,481.0217438000036,492.2832946777344,3762372
2020-12-28,495.9048366465353,500.568219685132,487.4214824981587,497.0458984375,1180403
2020-12-29,501.2628265216882,502.0565797532737,491.6384096200536,496.0537414550781,829722
2020-12-30,496.10332594180767,498.4846158503796,487.5703426796598,494.8630676269531,763177
2020-12-31,494.8134248274336,498.08769437176585,488.4632786036818,494.9622497558594,1009696
2021-01-01,497.09550912461486,497.492385710682,492.38252775067895,494.8134460449219,406883
2021-01-04,496.3017238397853,502.0069114496121,490.6461344451043,499.9728698730469,2045373
2021-01-05,501.5604475951547,510.9864105074277,499.3775809140996,503.54486083984375,2875138
2021-01-06,508.00974720933664,514.8063377675442,500.2209198338704,506.4222106933594,2500109
2021-01-07,508.9523936564565,513.4669216284424,502.1061438109497,505.7277221679688,1291499
2021-01-08,508.9524251417367,530.3344668377987,508.9524251417367,521.801513671875,3319428
2021-01-11,525.3237690085845,533.7079264520079,517.8326216822525,522.0494995117188,2618209
2021-01-12,521.9007307369827,521.9007307369827,514.2607269393909,517.5846557617188,723061
2021-01-13,523.8850910527875,525.2742045331612,501.21316391624015,505.7277221679688,1946749
2021-01-14,508.6546967440132,512.9707708825795,502.6022006358229,504.9835205078125,1624080
2021-01-15,508.6050932264334,519.9162730080365,493.9204472457373,495.8056640625,3485884
