Date,Open,Open.1,Open.2,High,High.1,High.2,Low,Low.1,Low.2,Close,Close.1,Close.2,Volume,Volume.1,Volume.2
2020-12-01,,572.1364320239102,1615.0,,576.5219529267227,1648.199951171875,,563.7103539727956,1602.0,,570.0914916992188,1638.4000244140625,,540796.0,242059.0
2020-12-02,,570.6090467712837,1657.0,,583.9134027840856,1699.0,,562.0105148158527,1635.0,,580.759765625,1653.25,,781572.0,231610.0
2020-12-03,,582.4350423585516,1660.0,,596.2321499609538,1688.0,,576.817636518879,1650.0,,589.0872192382812,1679.9000244140625,,602864.0,44153.0
2020-12-04,,581.966987868947,1698.0,,596.2321884835748,1698.0,,581.966987868947,1638.199951171875,,594.2365112304688,1659.699951171875,,611672.0,36384.0
2020-12-07,,597.1438265183403,1674.0,,622.7916921402091,1705.0,,587.3626732266954,1661.050048828125,,614.2916870117188,1684.75,,873354.0,119164.0
2020-12-08,,623.9496644030147,1688.800048828125,,634.1743084593721,1688.800048828125,,611.5076276597364,1635.0,,624.220703125,1649.550048828125,,838586.0,34288.0
2020-12-09,,620.8698451670289,1651.0,,620.8698451670289,1694.8499755859375,,611.5567854594002,1651.0,,617.9625854492188,1683.199951171875,,801018.0,33215.0
2020-12-10,,601.1596901051936,1683.0,,610.9901052397003,1683.0,,592.7828747512688,1590.0,,597.1683959960938,1636.050048828125,,672656.0,53406.0
2020-12-11,,602.1452563161316,1646.0,,610.2017704241159,1675.0,,594.7539479325457,1637.0,,601.0365600585938,1665.75,,514036.0,36036.0
2020-12-14,,600.1741449603556,1665.75,,614.9567593682463,1725.0,,598.7205452704912,1654.199951171875,,604.337890625,1668.8499755859375,,592082.0,74583.0
2020-12-15,,603.3771220449466,1662.050048828125,,604.3133664408406,1690.0,,593.7684214488859,1650.050048828125,,600.0017700195312,1662.199951171875,,1097264.0,37296.0
2020-12-16,,604.0423404681586,1665.199951171875,,604.1162655813474,1686.5,,594.8278668396866,1651.4000244140625,,599.5336303710938,1657.0,,1266970.0,41470.0
2020-12-17,,599.0655256236373,1665.300048828125,,602.145237353144,1706.949951171875,,594.5322140180514,1661.050048828125,,600.0017700195312,1670.5,,521440.0,99635.0
2020-12-18,,608.5509936676148,1686.800048828125,,627.2509778743208,1719.9000244140625,,593.8176417908021,1602.5999755859375,,600.272705078125,1688.3499755859375,,1806566.0,141517.0
2020-12-21,,600.2727377405564,1700.0,,604.9538994850217,1717.0,,575.0684255211144,1632.75,,580.8089599609375,1681.9000244140625,,842770.0,57946.0
2020-12-22,,569.6234087606981,1603.5999755859375,,593.5219687303295,1690.0,,557.3045634155272,1603.5999755859375,,578.5176391601562,1652.0999755859375,,539340.0,61341.0
2020-12-23,,580.9568955060442,1652.0999755859375,,596.2322676525135,1740.449951171875,,578.9858797452094,1652.0999755859375,,592.5858764648438,1693.6500244140625,,394884.0,41919.0
2020-12-24,,596.4293537498123,1716.6500244140625,,606.0873185023261,1750.0,,590.8119470603975,1691.0,,593.9163208007812,1699.199951171875,,294256.0,23926.0
2020-12-28,,596.2321886799065,1740.0,,601.1597274293272,1740.0,,591.3046499304858,1659.050048828125,,597.3162231445312,1696.550048828125,,484972.0,69154.0
2020-12-29,,596.2321578634885,1698.0,,614.8582774338506,1698.0,,593.2756347666448,1663.25,,604.8306884765625,1681.9000244140625,,509756.0,16478.0
2020-12-30,,606.5800075080148,1694.0,,609.5611924500033,1695.0,,594.9017649736724,1660.0,,600.8640747070312,1688.0999755859375,,388360.0,15171.0
2020-12-31,,597.7104560118836,1696.550048828125,,613.5032419148198,1704.800048828125,,595.1974232558075,1670.0,,608.4525146484375,1695.550048828125,,320518.0,33649.0
2021-01-01,,612.9858328710706,1703.0,,628.2612033043528,1736.449951171875,,612.0495884595516,1685.1500244140625,,621.1162719726562,1720.6500244140625,,812396.0,18196.0
2021-01-04,,622.3481223709966,1748.800048828125,,633.188707242067,1939.0,,621.9292936220106,1673.5999755859375,,631.735107421875,1867.050048828125,,665348.0,79683.0
2021-01-05,,630.2322097940707,1872.0,,673.052533810985,2117.949951171875,,621.0916012993583,1872.0,,658.9104614257812,2021.699951171875,,1381160.0,266074.0
2021-01-06,,658.9105058150288,2040.9000244140625,,665.1685165759206,2053.0,,630.7250061623963,1886.0999755859373,,635.923583984375,1910.300048828125,,823618.0,226683.0
2021-01-07,,638.1163000583167,1929.199951171875,,647.232247202007,1930.0,,628.2612220651381,1871.0,,630.62646484375,1891.300048828125,,498804.0,119379.0
2021-01-08,,631.710513367433,1896.0,,641.4916664623812,1948.0,,626.0438433957283,1896.0,,630.922119140625,1933.0999755859373,,652960.0,148479.0
2021-01-11,,635.6525377407821,1940.0,,642.50182905354,1968.0,,627.4481731886543,1902.6500244140625,,639.8162841796875,1940.8499755859373,,408148.0,41997.0
2021-01-12,,643.9800113993401,1938.0,,650.4597364845595,1990.0,,629.7394132633402,1914.449951171875,,632.2278442382812,1965.4000244140625,,881192.0,433025.0
2021-01-13,,633.1885938889477,1985.0,,636.4161551398305,2034.949951171875,,627.2755486541871,1961.0,,631.29150390625,1989.9000244140625,,984678.0,95717.0
2021-01-14,,630.9221513283517,1980.0,,634.3960304848143,1980.0,,618.0612856361373,1911.0,,623.4076538085938,1927.6500244140625,,553286.0,71011.0
2021-01-15,,623.8264256335804,1945.0,,625.7974411964037,1947.0,,614.9568556008754,1866.949951171875,,619.145263671875,1893.4000244140625,,335672.0,52781.0
2021-01-18,,619.3915600511276,1899.800048828125,,620.3524059527754,1949.0,,597.2176378535933,1872.0,,604.2393798828125,1917.050048828125,,509540.0,50854.0
2021-01-19,,603.6234708844702,1910.0,,612.0002863987853,1960.800048828125,,601.3814167895097,1872.1500244140625,,608.6495361328125,1902.6500244140625,,567078.0,126910.0
2021-01-20,,609.5365632302992,1915.0,,614.5872906135737,1957.0999755859373,,594.8771349715269,1910.0,,597.1930541992188,1925.6500244140625,,725058.0,108077.0
2021-01-21,,601.2090674118796,1930.0,,603.6974988577399,1981.0,,578.9858768497302,1905.1500244140625,,583.3713989257812,1928.0999755859373,,1084672.0,675405.0
2021-01-22,,583.9134826593422,1954.3499755859373,,586.8207432529206,1954.4000244140625,,558.0438979845612,1844.050048828125,,563.3410034179688,1857.300048828125,,895624.0,139276.0
2021-01-25,,567.0118971982738,1870.0,,572.2351367373356,1870.0,,554.3728075936651,1755.550048828125,,564.35107421875,1777.199951171875,,385846.0,68163.0
2021-01-27,,564.4495494859632,1825.0,,570.8800114517467,1875.0,,553.1901357581172,1777.0,,557.3538818359375,1853.050048828125,,691176.0,78320.0
2021-01-28,,556.3191456396066,1811.0,,571.0524990821528,1859.949951171875,,551.9582857132115,1777.0,,561.369873046875,1823.6500244140625,,809544.0,46482.0
