Date,Open,Open,Open,High,High,High,Low,Low,Low,Close,Close,Close,Volume,Volume,Volume
2020-12-03,133.44307460087063,399.101656204954,,133.63967281585573,402.31281895602837,,129.4618969996222,391.02788677332825,,130.8872528076172,393.4132995605469,,286247,478226,
2020-12-04,131.72282911761667,397.1749958399254,,133.197338398784,397.26674895682953,,130.00256828958808,379.55948936001846,,132.60752868652344,383.59637451171875,,128012,780415,
2020-12-07,132.6075195296374,386.165283203125,,134.5243934623772,391.02791827452734,,132.1160164698545,384.00921101102995,,133.63967895507812,386.165283203125,,58591,281185,
2020-12-08,133.63968116850947,391.7618350170473,,134.67184061104552,399.5145101649232,,132.01772704415515,387.2662130019207,,133.14817810058594,388.6424255371094,,75996,583864,
2020-12-09,133.83626091925464,391.76185378353154,,152.9557396215606,396.3492291205752,,131.37874591890488,377.5868527924197,,145.38658142089844,388.7800598144531,,677403,555674,
2020-12-10,146.46789978549012,388.04606368259266,,148.9254148825621,388.09192623309235,,142.83078044171995,381.48609501245755,,143.76463317871094,384.1926574707031,,139411,423885,
2020-12-11,143.76462595247153,387.9543920715021,,155.70814272411522,400.7990448103066,,141.70030737490004,379.2383777130276,,152.75912475585938,392.0371398925781,,471107,571587,
2020-12-14,153.3489449831646,394.51423242530956,,166.12802373176166,397.5877791382132,,153.25063837761334,388.18366080714475,,159.6893310546875,391.3030700683594,,1676769,533223,
2020-12-15,159.24699233950582,395.43180669458167,,159.68934209610782,395.43180669458167,,155.56071936868392,385.6607015257346,,157.23182678222656,389.37646484375,,153358,492445,
2020-12-16,160.22999879940164,389.3764636695067,,160.22999879940164,393.59685512851775,,156.936922272136,382.5871528871606,,158.16567993164062,383.8716125488281,,181936,850867,
2020-12-17,159.24699156937598,386.990943552187,,159.24699156937598,393.0921746975664,,154.23365435350982,381.2108622555396,,157.08438110351562,383.0916748046875,,87976,1109703,
2020-12-18,157.82161567386285,382.5871119781092,,159.64016776696045,391.7160003100876,,149.31860480790314,377.17401455474123,,152.90658569335938,385.9817810058594,,74602,1881039,
2020-12-21,160.0825588589443,381.6695544324926,,160.0825588589443,394.5142028989707,,148.53223650036264,372.44894298298686,,152.0218963623047,386.4862976074219,,212216,617561,
2020-12-22,150.39993506259606,381.7154967389361,,151.3829411741163,388.09195975969396,,141.01222369768124,361.3016761605598,,149.90843200683594,383.7798156738281,,156175,573044,
2020-12-23,152.31677309321486,385.2477616794943,,156.2979502988361,394.46840258269617,,151.82527010485376,380.84389271019404,,154.97088623046875,385.61474609375,,42318,730406,
2020-12-24,155.7573176936549,388.8259162211794,,157.62503833309074,398.0465573023372,,152.36594955822332,383.366956455869,,155.51156616210938,392.90869140625,,119842,382929,
2020-12-28,156.29798265810405,394.51432885365693,,157.82164523737228,397.26675440379876,,154.33197029762474,385.01845510584366,,156.986083984375,386.7157897949219,,59787,493987,
2020-12-29,157.77247927035225,389.0094125977343,,158.06738410066066,391.7618376868692,,151.97274927204518,386.4404937141881,,153.98789978027344,388.22955322265625,,53597,873984,
2020-12-30,152.56254900660693,388.2295929583658,,154.87261942144715,391.6701246719265,,150.84228827199752,386.71576460422284,,152.218505859375,388.5048522949219,,86725,896597,
2020-12-31,151.87444200702743,390.6608725029942,,153.59470267700993,390.6608725029942,,149.2694818494184,384.23854703113307,,150.39993286132812,388.7800598144531,,48614,414285,
2021-01-01,151.13717332708308,390.2938520481038,,161.9502393862565,390.798480088067,,151.13717332708308,384.97250834798945,,157.42840576171875,388.7341613769531,,217668,305184,
2021-01-04,157.42841447881975,390.52331411298917,,157.42841447881975,399.1017128511073,,154.28279808732336,385.89007554275696,,157.1826629638672,390.2939453125,,164131,969002,
2021-01-05,157.28096839883708,389.00947762763315,,157.7233181225624,393.4133473067883,,154.72514666256316,388.1837555626816,,156.1013641357422,391.99127197265625,,242817,670554,
2021-01-06,156.8877672122885,392.6793249671477,,157.28096362154977,417.0382765662808,,153.64384433769774,391.4866185909596,,156.1505126953125,413.1390075683594,,74364,2684476,
2021-01-07,156.15053522346463,419.28613938940515,,157.9690876280161,424.24049955041886,,152.4642621067585,408.18468458474143,,156.54373168945312,414.285888671875,,204962,1435982,
2021-01-08,156.64201403864004,415.61619539161194,,180.87310623876962,421.94676760238934,,156.64201403864004,411.07468271914314,,176.3512725830078,419.0108642578125,,3101365,912333,
2021-01-11,189.72017511738875,421.12109517367827,,189.72017511738875,429.79124656807835,,170.74815460575334,417.4511945621429,,176.056396484375,425.75433349609375,,1711050,1180760,
2021-01-12,175.76150954688438,429.3783252290165,,178.46477656592361,449.56277641499594,,170.5515737466574,428.0021126481543,,172.1243896484375,441.6724853515625,,369774,1589641,
2021-01-13,173.45140642160274,441.6724985791574,,176.69532923499258,459.65501577413676,,169.07703270330308,421.0293092479836,,171.82945251464844,440.89263916015625,,152800,1314559,
2021-01-14,173.00909064797793,441.76428093225087,,173.00909064797793,451.48952303857914,,166.12804726993335,439.60820874843785,,167.11105346679688,444.60845947265625,,225572,2573274,
2021-01-15,167.55338442840605,446.3057776365712,,167.55338442840605,453.64557850304334,,162.2943108658109,420.2494621613003,,163.08070373535156,436.5805358886719,,151148,1037292,
2021-01-18,164.40777578222148,433.82808217819417,,165.24333699525775,459.74675229205474,,158.01823591624574,421.1210471597171,,160.0334014892578,441.2137451171875,,113203,635059,
2021-01-19,161.21300825639204,441.2137424627528,,163.32646547459404,452.49870228815246,,161.21300825639204,435.80064531030075,,162.19601440429688,441.6266174316406,,221240,695013,
2021-01-20,164.65352698151656,437.81907948409867,,164.65352698151656,443.0486701641381,,158.36229374141905,432.1307233067419,,159.09954833984375,435.7547607421875,,112107,543464,
2021-01-21,161.11470147004655,437.1769090273066,,162.14686092414294,457.0861309843365,,159.2469957908119,412.26746430165014,,159.54190063476562,437.81915283203125,,109310,728559,
2021-01-22,159.54187872291584,437.6355927045441,,163.42474946982134,453.599652750547,,156.39626248489677,432.2224955853803,,157.57586669921875,441.1678771972656,,124753,617561,
2021-01-25,158.26399954771384,442.45240178273747,,159.83681548090104,455.98516057235986,,152.46426891811933,440.43394520429825,,153.34896850585938,444.9295959472656,,77331,747550,
2021-01-27,152.36594693445346,443.6909790293288,,153.15235482175368,449.56281426893594,,148.4339224974353,427.5434111210697,,148.97457885742188,442.8193664550781,,90717,1478484,
2021-01-28,149.41692706406488,445.80114106387566,,161.1146936436295,456.9025952634744,,147.2543166459289,426.8552860368102,,153.05404663085938,431.2591552734375,,342495,916925,
2021-01-29,156.29798209770826,432.4977311273201,,158.26399445113856,462.4074232296993,,153.4472701850279,414.5152146241196,,155.11837768554688,443.1863098144531,,74765,1569118,
2021-02-01,154.8234565613553,455.06765944398154,,159.14867728454627,461.76521661921527,,152.8082911109777,428.4608809684262,,158.4114227294922,438.8283386230469,,69518,1617199,
2021-02-02,162.195993284075,442.1771345731856,,162.5891896922438,444.37906920802635,,158.7554722144128,433.1399992602603,,160.37742614746094,440.0669250488281,,71257,801887,
2021-02-03,161.11469810870082,438.78246455651106,,164.9975843073633,452.6822066577458,,159.0995475492732,435.8465330503697,,161.606201171875,445.9846496582031,,112480,1791401,
2021-02-04,162.4417455612428,444.9670400423586,,164.16200610425145,473.644749483758,,161.1146814282721,442.7468359254389,,163.03155517578125,464.3013610839844,,102241,1334573,
2021-02-05,163.81795131617602,466.6603458057713,,163.81795131617602,476.37376341383674,,160.22998525354282,449.59247214474277,,161.90109252929688,465.04144287109375,,73235,643606,
2021-02-08,163.17901203430233,467.2153618596439,,173.89377248736406,480.99918616732293,,161.90110110883597,464.39385669223157,,166.81613159179688,467.400390625,,453917,617871,
2021-02-09,175.90894992314472,469.9444160826017,,177.92411555781226,470.82326043674476,,167.55339753507067,449.8237644097738,,173.10739135742188,453.847900390625,,786634,627429,
2021-02-10,173.00907300022416,455.97562004821253,,173.00907300022416,462.6825043782696,,165.68568058050894,437.8438995234275,,166.81613159179688,452.9690856933594,,272428,710925,
2021-02-11,170.06005439073024,455.0967827994539,,170.64986404736976,457.36323011548416,,160.770649795295,448.7136568025873,,164.16201782226562,451.1651611328125,,137682,277380,
2021-02-12,165.04671292459327,450.8876013323921,,167.1110316685268,451.62768820473843,,163.4739122144612,440.4341248144193,,165.14501953125,443.34814453125,,94907,329562,
2021-02-15,165.9805717530868,443.90317184420354,,167.11102267136522,443.90317184420354,,161.60618298357474,430.25813339173027,,161.9502410888672,434.5597839355469,,106210,463051,
2021-02-16,162.1960048769594,431.9233084313467,,165.63652619253125,444.87453224177045,,162.1960048769594,429.7956186693481,,164.0145721435547,442.46929931640625,,72250,422475,
2021-02-17,164.80096279261303,443.99568386173,,172.910762927044,448.66736367547145,,163.67051180397016,432.89463568831627,,167.94659423828125,434.0509948730469,,245894,323783,
2021-02-18,168.78213714676085,433.8660210471502,,169.02788866124345,437.56637090682733,,164.26031827997005,426.69659319402564,,164.85011291503906,432.8484191894531,,211818,280512,
2021-02-19,164.16201973824005,431.3220126146623,,165.63652889756554,443.99572165054894,,160.37744022951145,423.2737407113725,,161.0164031982422,438.39892578125,,60362,358914,
2021-02-22,159.9350993249938,440.61913765846907,,161.80282002976878,447.2335354588121,,158.0673936197025,432.9409231767519,,159.05039978027344,440.2953796386719,,66950,381439,
2021-02-23,158.60803339103393,439.18523276073296,,160.8197970205988,446.0771450202702,,156.93691109355478,432.7558641902538,,159.6893310546875,434.8373107910156,,57529,416634,
2021-02-24,161.95024804404068,436.08622840975846,,169.1753485696223,437.38134522354574,,158.7063250529738,427.0666255628207,,164.85011291503906,434.2360534667969,,248393,290978,
2021-02-25,166.86529409766788,434.83731428715464,,179.89012559571853,437.4738189822693,,165.1450333337744,425.7714692012946,,177.9732666015625,428.50048828125,,653058,490072,
2021-02-26,177.8749458833679,427.3904064321828,,189.2286690247493,427.3904064321828,,174.43442462837245,412.63525015564306,,179.05455017089844,421.0998229980469,,884725,729977,
2021-03-01,183.28148326706966,421.8398576297563,,184.2644893612878,439.4165183643295,,180.2341733746831,409.35117763413854,,182.29847717285156,425.44769287109375,,185073,567521,
2021-03-02,183.72384084665399,427.6678855302378,,183.72384084665399,432.89465182519695,,177.92411064316192,411.6638851095603,,179.2511749267578,414.6241760253906,,147403,803799,
2021-03-03,179.39863005451642,414.624238545701,,180.82398603313493,425.54026000990456,,175.17170042867755,412.2190053428372,,176.64620971679688,416.89068603515625,,82468,705275,
2021-03-04,176.4495922337339,412.5889897479087,,182.8391317853733,420.7760190696853,,175.2699879317893,412.03393164904753,,178.56304931640625,416.7981262207031,,118378,1367133,
2021-03-05,180.38160540280467,414.43916760460803,,184.80513251077537,444.9670527183403,,179.30029277661922,414.06913827981805,,183.5272216796875,436.6412658691406,,157840,875873,
2021-03-08,184.80513099263226,444.04194627917997,,198.76381341877521,452.784033389122,,181.51205483951352,442.23801457985013,,196.060546875,445.70709228515625,,1308930,829226,
2021-03-09,200.97558119534094,441.03546816621,,208.00408335715252,449.26874131736344,,197.5842133687586,428.3155149679187,,201.0247344970703,442.0530700683594,,2205294,829743,
2021-03-10,202.40095385426605,446.0771849099721,,203.18736174917598,452.36776835111755,,194.6352115158025,435.7624371364549,,198.66554260253906,446.2159423828125,,270135,678320,
2021-03-12,202.20437013360268,452.3677276380547,,205.05509708218543,452.3677276380547,,194.73353209481672,442.3305239449946,,198.51809692382812,450.8413391113281,,214184,313677,
2021-03-15,199.45193471728925,450.84135420132816,,199.45193471728925,457.87202415256553,,190.70318629430255,445.5221016021869,,193.3572998046875,452.5065002441406,,163327,1469211,
2021-03-16,194.34030487892795,454.86551249746753,,195.56906251599688,457.9182898035867,,188.73717305379012,447.0485122173399,,190.5557403564453,451.8589782714844,,89014,344559,
2021-03-17,190.70319258872848,457.2707313935341,,199.94344437416214,457.87206084241626,,189.76933974862882,434.7911168571106,,195.3233184814453,448.4361572265625,,283552,360379,
2021-03-18,194.63521774738084,450.7951190148112,,195.9622820499973,457.9183039239782,,185.78816239522718,434.7911168571106,,188.44227600097656,448.4361572265625,,109284,471084,
2021-03-19,188.7371766287931,442.42307207504786,,188.7371766287931,453.20033519964414,,179.00542195866421,427.8991878466098,,185.98475646972656,436.4100036621094,,106116,833464,
2021-03-22,188.73717818976684,445.7996692729734,,190.7031904625769,451.3501943809119,,185.83731308726865,436.641308491161,,189.72018432617188,449.0374755859375,,39491,183674,
2021-03-23,187.95075771039598,452.36775828526004,,190.7031777081419,452.36775828526004,,184.80514128417875,440.34162156193,,186.7220001220703,443.8106994628906,,75081,2267257,
2021-03-24,186.7711641449711,442.00675508739687,,186.86947075747221,444.18071615643856,,180.87312738249832,434.8835989389244,,183.3306427001953,438.2601623535156,,45713,335633,
2021-03-25,182.8391328736685,437.38134339460544,,183.28148261459538,442.19180951876194,,172.07521918019583,421.19231271138716,,176.99024963378906,429.3330993652344,,84687,198966,
2021-03-26,178.90710526720898,426.92784995838633,,180.5290592876957,441.26670515742205,,175.17167919030487,426.92784995838633,,177.33428955078125,435.5774230957031,,46811,299793,
2021-03-30,178.3172901693962,440.8041183481995,,183.5272251962865,463.5612726017578,,178.3172901693962,437.56631265204277,,180.676513671875,456.391845703125,,44850,785314,
2021-03-31,180.8731166294643,452.36773041148246,,188.73716517857144,453.6628471017535,,179.8901105608259,441.08165304320613,,187.50840759277344,449.59246826171875,,70227,331755,
2021-04-01,186.96774321579628,445.8921542965787,,195.3724477411614,456.80817499716,,186.1321970930702,444.4582800307276,,193.84878540039062,451.4889221191406,,106111,828339,
2021-04-05,195.42161128016,450.9801441357822,,199.55023380731134,465.7815437381874,,189.76932633241597,441.59051190929233,,191.24383544921875,461.10986328125,,93863,333102,
2021-04-06,192.6691855512331,463.56132439527914,,198.12487212158535,477.2526355218933,,190.70317345377157,460.83230513960757,,196.30630493164062,468.0480041503906,,77098,588734,
2021-04-07,199.55025915274908,468.1867564992799,,199.55025915274908,472.8121936742749,,193.8488201770594,463.7925911830347,,194.58607482910156,469.2968444824219,,31815,162109,
2021-04-08,196.60122150952319,469.29684981155975,,202.4501048495349,480.99922858232685,,194.63520929442794,466.752859336424,,200.87730407714844,477.7151794433594,,98140,294747,
2021-04-09,203.9245928823791,477.71520395864985,,206.82445759929516,486.5960213060886,,193.75048972308235,469.6669314771749,,198.27230834960938,478.085205078125,,518717,827468,
2021-04-12,186.77116308762064,480.8604181698077,,196.06056793602937,480.8604181698077,,186.77116308762064,458.8895924681311,,188.34397888183594,468.001708984375,,91072,428569,
2021-04-13,184.8051556718549,469.94444493725166,,193.65221099657137,480.5829510726422,,184.8051556718549,457.31700634457405,,190.94894409179688,477.3913879394531,,24652,505615,
2021-04-15,190.70317345377157,469.9444005418635,,203.48225208727172,491.2214108026172,,184.80513716138688,469.9444005418635,,196.30630493164062,489.78753662109375,,190216,1310763,
