Date,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
2021-06-10,,34903.194063449395,,35165.237879055865,,34733.99291389346,,35130.7890625,,0
2021-06-11,,35324.238973771804,,35343.59031195923,,34890.896340647436,,35046.9921875,,0
2021-06-14,,34936.14469456993,,34994.741669707255,,34373.95201056962,,34950.1953125,,0
2021-06-15,,35037.643065140015,,35316.98747079424,,34917.49211952847,,35247.33984375,,0
2021-06-16,,35195.84151294692,,35379.58938034768,,34915.79398196132,,35003.09375,,0
2021-06-17,,34619.39827004945,,34881.9928731768,,34457.7009313145,,34604.99609375,,0
2021-06-18,,34734.74403128786,,34786.99342296385,,33908.554431615696,,34557.59765625,,0
2021-06-21,,34109.051844306414,,34927.241531050866,,33937.10462876159,,34870.89453125,,0
2021-06-22,,35084.49215775887,,35281.48987651786,,34663.95015265113,,34744.59765625,,0
2021-06-23,,34911.445287111645,,34937.24186190885,,34525.04743999403,,34573.59765625,,0
2021-06-24,,34687.2945936658,,34934.893267943015,,34591.948049627164,,34826.59375,,0
2021-06-25,,34916.243477116725,,35491.53758607613,,34915.44661135881,,35364.23828125,,0
2021-06-28,,35487.78756904865,,35576.53653958219,,35236.04048925352,,35359.0390625,,0
2021-06-29,,35320.039369871956,,35337.03917260859,,34913.294089688236,,35009.89453125,,0
2021-06-30,,35001.493435935794,,35214.49097134567,,34730.047358082804,,34771.796875,,0
2021-07-01,,34865.59554500094,,34917.24338336514,,34650.54725839797,,34683.59765625,,164000
2021-07-02,,34727.696267112966,,34894.041981997485,,34632.19738164868,,34809.4921875,,165600
2021-07-05,,35010.54140437875,,35233.89036523615,,34925.99160799276,,35211.58984375,,0
2021-07-06,,35173.192219667566,,35807.03249933446,,35165.141532110836,,35578.734375,,0
2021-07-07,,35550.19005465326,,35795.33565449367,,35427.238352869004,,35770.88671875,,0
2021-07-08,,35602.836016514644,,35810.58360086245,,35134.23990276744,,35273.69140625,,0
2021-07-09,,35163.342686641154,,35224.791193604506,,34859.494643754406,,35071.54296875,,0
2021-07-12,,35284.639621107155,,35393.88834806816,,35059.94302067174,,35198.48828125,,0
2021-07-13,,35479.63896294364,,35727.436867960496,,35340.289017902556,,35672.984375,,0
2021-07-14,,35585.438456539865,,35803.63514227762,,35434.33864813463,,35667.8359375,,0
2021-07-15,,35757.03299833447,,35984.83112795977,,35625.28453191813,,35907.23046875,,0
2021-07-16,,35977.532537092775,,35977.532537092775,,35674.33682987013,,35751.38671875,,0
2021-07-19,,35070.09385074511,,35346.6414292779,,34898.79505331868,,35078.79296875,,0
2021-07-20,,34790.74565042268,,34893.74445796221,,34356.95379761318,,34415.05078125,,0
2021-07-22,,34774.147309155844,,34988.69560107813,,34557.45060466083,,34676.8984375,,0
2021-07-23,,34747.948629427025,,35087.59312844987,,34404.35105124361,,35033.9921875,,0
2021-07-26,,34947.44533397688,,35137.790777654605,,34669.147787652924,,34949.29296875,,0
2021-07-27,,35028.8918244511,,35185.690775098024,,34713.14551073962,,34797.04296875,,0
2021-07-28,,34839.04330336841,,34841.144841383044,,34114.80174162509,,34532.49609375,,0
2021-07-29,,34739.89787152017,,34777.74508882207,,34494.799151649684,,34691.09765625,,0
2021-07-30,,34698.346325373626,,34738.34586002588,,34444.99771028808,,34583.94921875,,0
2021-08-02,,34760.495503756676,,34861.3458972277,,34587.8490675249,,34709.59765625,,0
2021-08-03,,34660.346212632336,,35238.03870135928,,34648.79556594548,,35207.0390625,,0
2021-08-04,,35387.73789238733,,36219.38058796922,,35312.59032669965,,36027.6328125,,0
2021-08-05,,36093.52822675654,,36115.027975985206,,35660.88483557406,,35834.33203125,,0
2021-08-06,,35875.38203571336,,36079.680432346475,,35700.03251993239,,35808.83203125,,0
2021-08-09,,35823.78362528719,,36159.43207516314,,35611.88764600279,,36028.53125,,0
2021-08-10,,35954.133735229836,,36316.57874983875,,35890.08369692121,,36033.68359375,,201200
2021-08-11,,36217.8272236991,,36227.127896380916,,35530.93680437725,,35805.98046875,,200200
2021-08-12,,35824.981767331534,,35997.72975814881,,35702.483192077605,,35936.6328125,,122300
2021-08-13,,36000.3300915485,,36232.87816035395,,35936.68239643628,,36168.9296875,,125800
2021-08-16,,36100.23039755204,,36261.13087807769,,36031.981187876525,,36094.08203125,,87300
2021-08-17,,35934.63202472888,,35993.27977878987,,35611.43657226771,,35867.03125,,118300
2021-08-18,,36222.07815806983,,36248.47628813749,,35431.58736411706,,35554.0859375,,140500
2021-08-20,,35146.092443736896,,35306.090588388506,,34926.094994840925,,35033.4453125,,181200
2021-08-23,,35423.785561652454,,35426.984743044384,,34817.09342747863,,35123.98828125,,174200
2021-08-24,,35200.34186634477,,35794.88575410006,,35069.59338232029,,35711.6875,,173600
2021-08-25,,35768.43537534625,,35909.88294826908,,35499.23538264929,,35585.8359375,,144300
2021-08-26,,35485.53668614947,,35785.384762803726,,35411.38911064269,,35617.13671875,,136400
2021-08-27,,35559.33672837892,,35727.48321167572,,35358.839058568534,,35627.38671875,,120900
2021-08-30,,35780.63548255951,,36398.02675412232,,35721.48382537098,,36347.2265625,,150400
2021-08-31,,36366.97722503486,,36552.37742142812,,36215.779757496064,,36424.1796875,,210300
2021-09-01,,36591.02323786575,,36997.26850848941,,36486.72367083765,,36573.875,,181500
2021-09-02,,36587.97158378807,,36895.120344185874,,36468.574539234156,,36830.87109375,,118900
2021-09-03,,36883.22123740958,,37139.56983075075,,36562.77573022124,,36760.72265625,,155600
2021-09-06,,36877.82089209323,,36923.218801346135,,36554.02387852406,,36591.92578125,,88600
2021-09-07,,36558.424729887374,,36685.42324713451,,36151.527136811506,,36468.375,,124500
2021-09-08,,36519.2763151672,,36855.47164067992,,36393.18011914693,,36767.7734375,,175800
2021-09-09,,36725.07372776557,,36856.77141788505,,36566.274789713454,,36682.7734375,,83600
2021-09-13,,36608.021842230744,,36724.422827069626,,36326.62668984899,,36471.375,,82200
2021-09-14,,36639.52312469213,,36755.57255636198,,36529.223626154264,,36612.625,,109300
2021-09-15,,36543.124693101345,,36949.268395017854,,36495.6252469388,,36851.8203125,,177900
2021-09-16,,36945.570892618,,37719.71033881152,,36907.32133687063,,37668.1640625,,423100
2021-09-17,,37929.05722149465,,38112.30508228477,,37395.614230083476,,37811.5078125,,335100
2021-09-20,,37387.76279434971,,37802.308736637686,,37068.01652672262,,37145.265625,,152000
2021-09-21,,37237.964814092855,,37340.264404099,,36525.52389147455,,37235.41796875,,154000
2021-09-22,,37276.668008379034,,37328.16740940443,,36885.1725617491,,36944.21875,,106400
2021-09-23,,37240.81864405859,,37830.311816029796,,37215.71737230362,,37771.26171875,,139100
2021-09-24,,37953.55715041999,,38112.156862347314,,37679.56034746866,,37829.859375,,138400
2021-09-27,,38054.30604660945,,38354.75176026614,,37967.75627507604,,38170.8046875,,113000
2021-09-28,,38359.553766141784,,38376.80356547614,,37314.76513884078,,37944.55859375,,201000
2021-09-29,,37600.665707323315,,37923.00962706325,,37370.61759271923,,37742.5625,,260500
2021-09-30,,37677.36425981785,,37884.41264225206,,37353.81722711069,,37424.66796875,,235100
2021-10-01,,37139.96583962296,,37298.96398764868,,36875.922040145095,,37225.46484375,,189200
2021-10-04,,37391.71312036369,,37670.2606587423,,37355.166670840204,,37579.2109375,,146400
2021-10-05,,37499.366077271785,,37786.163533879044,,37364.31686155309,,37740.5625,,153100
2021-10-06,,37768.36039832345,,38106.40723791289,,37451.56331095973,,37521.11328125,,204200
2021-10-07,,37893.56086834115,,37923.20896226254,,37649.81369301898,,37752.76171875,,136400
2021-10-08,,37905.95941858374,,38104.757897391224,,37673.91523107112,,37774.8125,,168200
2021-10-11,,37782.310630428,,38494.85312553865,,37744.209511005,,38293.35546875,,136100
2021-10-12,,38177.90634537798,,38609.151316352996,,38144.15673895385,,38521.05078125,,201300
2021-10-13,,38734.850405020785,,38778.599896338535,,38502.25154698448,,38635.30078125,,205900
2021-10-14,,38684.19903004025,,39374.59335324525,,38672.55072786252,,39340.44140625,,249600
2021-10-18,,39793.78779125135,,39947.1375725786,,39569.091182374505,,39684.33984375,,580000
2021-10-19,,39926.8353346774,,40010.68201348581,,39393.79076738763,,39540.0390625,,274900
2021-10-20,,39544.98796340791,,39774.08685368338,,39292.34247278154,,39517.73828125,,236900
2021-10-21,,39676.09004418118,,40199.98239800138,,39427.64371050467,,40029.734375,,271300
2021-10-22,,40192.181210334675,,40586.87974703235,,40149.08405508166,,40323.1796875,,370500
2021-10-25,,40960.77222736883,,41829.113661403244,,40507.62907539896,,41191.91796875,,476800
2021-10-26,,41057.27163485288,,41366.76802885856,,40828.67273579693,,41237.8203125,,437100
2021-10-27,,41234.07001911297,,41346.51792679433,,40749.52488734053,,40873.875,,322800
2021-10-28,,40914.67109435102,,40930.57325257377,,39349.740133332365,,39508.48828125,,512700
2021-10-29,,39424.09407730428,,39774.78923346603,,38426.20329350687,,39115.1484375,,341300
2021-11-01,,39431.69134389287,,39862.13947912236,,39120.1949547704,,39763.2890625,,203200
2021-11-02,,39796.435241260035,,40107.13474998528,,39590.238422463466,,39937.984375,,265000
2021-11-03,,40040.18399904455,,40159.73339360422,,39304.39565868067,,39401.59375,,267500
2021-11-04,,39668.63951379436,,39734.23640599095,,39513.688193621994,,39573.23828125,,38800
2021-11-08,,39673.59101741613,,39673.59101741613,,38931.69727122194,,39437.79296875,,212900
2021-11-09,,39517.392800923866,,39560.14230464037,,39222.94309422153,,39368.34375,,203500
2021-11-10,,39205.743969404524,,39219.84536816187,,38873.34939160462,,39022.796875,,167900
2021-11-11,,38912.597451848575,,38929.4956924851,,38345.60405728725,,38559.75,,146000
2021-11-12,,38706.69952264663,,38822.401305753636,,38467.35464228487,,38732.90234375,,136000
2021-11-15,,38848.99829263539,,39116.69440419672,,38606.153455121625,,38701.90234375,,112300
2021-11-16,,38710.448430940975,,38724.249051759616,,38210.65736598107,,38306.65625,,129100
2021-11-17,,38112.9561975825,,38455.85456254524,,37980.75851277526,,38041.109375,,139300
2021-11-18,,38071.455919507316,,38233.504817205685,,37748.010460278245,,37975.80859375,,238700
2021-11-22,,38231.70598107975,,38240.5574411416,,36654.9742286329,,37128.37109375,,209500
2021-11-23,,36786.57205756083,,37448.31435943624,,36647.124461020816,,37272.3671875,,188700
2021-11-24,,37384.317068641365,,37891.459633146034,,37237.619548730916,,37441.515625,,157600
2021-11-25,,37361.617218822685,,37507.51396326571,,37117.9677025005,,37364.31640625,,140800
2021-11-26,,36830.47112449723,,36868.47068362028,,35903.6850022177,,36025.08203125,,211400
2021-11-29,,36224.02836877486,,36347.429278855765,,35327.48800351136,,35976.03125,,187200
2021-11-30,,35958.38366217206,,36773.77264111847,,35525.93945979679,,35694.88671875,,227300
2021-12-01,,35902.48192223586,,36444.92875415044,,35804.58462047128,,36364.4765625,,173900
2021-12-02,,36281.42842164524,,36563.07357439115,,36166.27742087139,,36507.82421875,,131700
2021-12-03,,36496.875407997366,,36843.57058599445,,36062.43125271982,,36196.7265625,,138900
2021-12-06,,36252.32994887625,,36344.12966645463,,35696.3363911027,,35735.484375,,136000
2021-12-07,,36086.529616937725,,36820.27108524313,,36013.530465746866,,36617.97265625,,146700
2021-12-08,,37052.31910364957,,37384.36602339213,,36904.71925764766,,37284.265625,,165000
2021-12-09,,37331.317423763365,,37397.11744255636,,36884.02182554627,,37082.01953125,,123200
2021-12-10,,37082.71901055248,,37152.819761268656,,36823.97200690601,,37105.21875,,170900
2021-12-13,,37357.76449315635,,37580.61346240294,,36861.46948720217,,36924.8203125,,157300
2021-12-14,,36778.52087060411,,37038.619403816316,,36544.97280941671,,36893.51953125,,132200
2021-12-15,,36929.07259905767,,37083.07081674962,,36742.77397394651,,36789.125,,105800
2021-12-16,,37092.51709655233,,37158.8678860757,,36385.32611646998,,36548.22265625,,112700
2021-12-17,,36491.37656845912,,36550.32510193155,,35534.63769056269,,35618.234375,,152100
2021-12-20,,35123.94520596271,,35230.693970963104,,34018.05565648867,,34439.453125,,200100
2021-12-21,,34862.94624835966,,35049.59251592339,,34389.54940828774,,34607.44921875,,159600
2021-12-22,,34864.845654867684,,35111.694354539286,,34687.19927762198,,35029.09375,,128600
2021-12-23,,35350.08798649207,,35476.88728986667,,35045.84153255535,,35190.73828125,,114200
2021-12-24,,35281.788013753845,,35327.53748054931,,34582.99537684798,,34856.64453125,,132500
2021-12-27,,34573.24779897619,,35143.291974492815,,34232.60330890128,,35057.4921875,,335100
2021-12-28,,35307.889173637384,,35351.98631581759,,35037.4899821111,,35183.390625,,181600
2021-12-29,,35168.44388141819,,35377.890672210495,,34890.39632336253,,35044.9921875,,122500
2021-12-30,,34977.24318336054,,35178.643193645104,,34750.847368932926,,35063.1953125,,328000
2021-12-31,,35113.988661307674,,35596.53381131151,,35113.34023137478,,35481.28515625,,210300
2022-01-03,,35584.78703524051,,36491.67887433692,,35526.1900577274,,36421.4765625,,219000
2022-01-04,,36550.823682085975,,36887.37053795375,,36373.97418230583,,36839.71875,,190500
2022-01-05,,36943.1220130249,,37861.9590050948,,36755.92496691599,,37695.4609375,,237400
2022-01-06,,37242.116171825764,,37752.05943962096,,37058.01675773592,,37489.8125,,199000
2022-01-07,,37666.61412230199,,38134.40948052595,,37427.36689583087,,37739.1640625,,183300
2022-01-10,,37930.11031517277,,38399.90564089146,,37928.91111034862,,38347.453125,,206500
2022-01-11,,38369.55552385211,,38504.15552713439,,38031.309442123085,,38441.75390625,,159500
2022-01-12,,38719.15243595666,,38850.9985628448,,38604.15376989478,,38727.1015625,,156100
2022-01-13,,38717.10260261493,,38717.10260261493,,38375.704210799726,,38469.50390625,,159200
2022-01-14,,38301.9070397266,,38447.60456754593,,38007.3088962622,,38369.953125,,148600
2022-01-17,,38212.10551067158,,38617.0500107632,,38137.80559520916,,38215.703125,,140300
2022-01-18,,38336.9516437718,,38855.09794884346,,38094.95446410095,,38209.85546875,,168800
2022-01-19,,38145.307382380764,,38330.055238666064,,37768.81175103346,,38040.91015625,,165300
2022-01-20,,38105.657179594506,,38167.5041145941,,37591.41317663697,,37850.41015625,,149600
2022-01-21,,37521.91466737574,,37740.56055902154,,37223.816575850076,,37573.86328125,,157800
2022-01-24,,37601.511920817844,,37694.26084216676,,36374.928529483084,,36947.12109375,,231000
2022-01-25,,36597.62614515124,,37788.36232923964,,36415.17904330427,,37706.3125,,267500
2022-01-27,,37057.76854956436,,38147.20510735895,,37011.819864809884,,37981.66015625,,346300
2022-01-28,,38246.157594464494,,38421.253218174104,,37581.06375248925,,37688.9609375,,294300
2022-01-31,,38091.35802145327,,38216.8057820451,,37647.413962944105,,37974.91015625,,217800
2022-02-01,,38460.00052557831,,38802.246532769044,,37690.16185064272,,38505.05078125,,234100
2022-02-02,,38841.09943172468,,39386.143879334384,,38752.19812104442,,39330.04296875,,252600
2022-02-03,,39255.243239803356,,39424.39361874547,,38860.6970415019,,39009.546875,,193800
2022-02-04,,39127.54685936882,,39278.146677754965,,38562.15496973748,,38788.90234375,,163100
2022-02-07,,38591.602444073695,,38837.099592015446,,37802.26005174329,,37995.0078125,,241900
2022-02-08,,38175.65844241026,,38221.65790847612,,37318.61760917495,,38028.0078125,,200200
2022-02-09,,38283.156144207205,,38647.69877781298,,38191.55564746408,,38609.80078125,,124900
2022-02-10,,38800.99852716137,,39196.743930395016,,38519.552577536575,,39010.49609375,,147800
2022-02-11,,38567.19863096341,,38789.79759730725,,38395.95062821687,,38516.80078125,,155000
2022-02-14,,37663.56151759803,,37796.110755698464,,36827.62203092697,,36908.12109375,,213800
2022-02-15,,36989.3692387603,,38231.15553250862,,36651.423962703804,,38169.65625,,193000
2022-02-16,,38296.054608126055,,38461.25190559371,,37762.36159634785,,37953.359375,,170100
2022-02-17,,38041.65811223532,,38124.05558923084,,37425.16529867026,,37531.2109375,,136300
2022-02-18,,37344.014682405104,,37817.11073994177,,37304.01514784118,,37598.7109375,,113500
2022-02-21,,37399.565815608046,,38053.95665606025,,37156.369420208444,,37685.1640625,,143300
2022-02-22,,36832.57265576282,,37658.96150521379,,36817.67439111764,,37371.21484375,,159400
2022-02-23,,37628.11444507428,,37774.16353273688,,37317.567264934005,,37391.6171875,,137300
2022-02-24,,36084.779083422356,,36708.721037611955,,34990.94416269976,,35227.69140625,,427800
2022-02-25,,35901.283470258466,,36684.2236223079,,35767.785016213806,,36430.328125,,372800
