Date,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
2020-12-03,133.44307460087063,,133.63967281585573,,129.4618969996222,,130.8872528076172,,286247,
2020-12-04,131.72282911761667,,133.197338398784,,130.00256828958808,,132.60752868652344,,128012,
2020-12-07,132.6075195296374,,134.5243934623772,,132.1160164698545,,133.63967895507812,,58591,
2020-12-08,133.63968116850947,,134.67184061104552,,132.01772704415515,,133.14817810058594,,75996,
2020-12-09,133.83626091925464,,152.9557396215606,,131.37874591890488,,145.38658142089844,,677403,
2020-12-10,146.46789978549012,,148.9254148825621,,142.83078044171995,,143.76463317871094,,139411,
2020-12-11,143.76462595247153,,155.70814272411522,,141.70030737490004,,152.75912475585938,,471107,
2020-12-14,153.3489449831646,,166.12802373176166,,153.25063837761334,,159.6893310546875,,1676769,
2020-12-15,159.24699233950582,,159.68934209610782,,155.56071936868392,,157.23182678222656,,153358,
2020-12-16,160.22999879940164,,160.22999879940164,,156.936922272136,,158.16567993164062,,181936,
2020-12-17,159.24699156937598,,159.24699156937598,,154.23365435350982,,157.08438110351562,,87976,
2020-12-18,157.82161567386285,,159.64016776696045,,149.31860480790314,,152.90658569335938,,74602,
2020-12-21,160.0825588589443,,160.0825588589443,,148.53223650036264,,152.0218963623047,,212216,
2020-12-22,150.39993506259606,,151.3829411741163,,141.01222369768124,,149.90843200683594,,156175,
2020-12-23,152.31677309321486,,156.2979502988361,,151.82527010485376,,154.97088623046875,,42318,
2020-12-24,155.7573176936549,,157.62503833309074,,152.36594955822332,,155.51156616210938,,119842,
2020-12-28,156.29798265810405,,157.82164523737228,,154.33197029762474,,156.986083984375,,59787,
2020-12-29,157.77247927035225,,158.06738410066066,,151.97274927204518,,153.98789978027344,,53597,
2020-12-30,152.56254900660693,,154.87261942144715,,150.84228827199752,,152.218505859375,,86725,
2020-12-31,151.87444200702743,,153.59470267700993,,149.2694818494184,,150.39993286132812,,48614,
2021-01-01,151.13717332708308,,161.9502393862565,,151.13717332708308,,157.42840576171875,,217668,
2021-01-04,157.42841447881975,,157.42841447881975,,154.28279808732336,,157.1826629638672,,164131,
2021-01-05,157.28096839883708,,157.7233181225624,,154.72514666256316,,156.1013641357422,,242817,
2021-01-06,156.8877672122885,,157.28096362154977,,153.64384433769774,,156.1505126953125,,74364,
2021-01-07,156.15053522346463,,157.9690876280161,,152.4642621067585,,156.54373168945312,,204962,
2021-01-08,156.64201403864004,,180.87310623876962,,156.64201403864004,,176.3512725830078,,3101365,
2021-01-11,189.72017511738875,,189.72017511738875,,170.74815460575334,,176.056396484375,,1711050,
2021-01-12,175.76150954688438,,178.46477656592361,,170.5515737466574,,172.1243896484375,,369774,
2021-01-13,173.45140642160274,,176.69532923499258,,169.07703270330308,,171.82945251464844,,152800,
2021-01-14,173.00909064797793,,173.00909064797793,,166.12804726993335,,167.11105346679688,,225572,
2021-01-15,167.55338442840605,,167.55338442840605,,162.2943108658109,,163.08070373535156,,151148,
2021-01-18,164.40777578222148,,165.24333699525775,,158.01823591624574,,160.0334014892578,,113203,
2021-01-19,161.21300825639204,,163.32646547459404,,161.21300825639204,,162.19601440429688,,221240,
2021-01-20,164.65352698151656,,164.65352698151656,,158.36229374141905,,159.09954833984375,,112107,
2021-01-21,161.11470147004655,,162.14686092414294,,159.2469957908119,,159.54190063476562,,109310,
2021-01-22,159.54187872291584,,163.42474946982134,,156.39626248489677,,157.57586669921875,,124753,
2021-01-25,158.26399954771384,,159.83681548090104,,152.46426891811933,,153.34896850585938,,77331,
2021-01-27,152.36594693445346,,153.15235482175368,,148.4339224974353,,148.97457885742188,,90717,
2021-01-28,149.41692706406488,,161.1146936436295,,147.2543166459289,,153.05404663085938,,342495,
2021-01-29,156.29798209770826,,158.26399445113856,,153.4472701850279,,155.11837768554688,,74765,
2021-02-01,154.8234565613553,,159.14867728454627,,152.8082911109777,,158.4114227294922,,69518,
2021-02-02,162.195993284075,,162.5891896922438,,158.7554722144128,,160.37742614746094,,71257,
2021-02-03,161.11469810870082,,164.9975843073633,,159.0995475492732,,161.606201171875,,112480,
2021-02-04,162.4417455612428,,164.16200610425145,,161.1146814282721,,163.03155517578125,,102241,
2021-02-05,163.81795131617602,,163.81795131617602,,160.22998525354282,,161.90109252929688,,73235,
