Date,Open,Open.1,High,High.1,Low,Low.1,Close,Close.1,Volume,Volume.1
2020-12-01,60.56811201853148,45.636274953404666,60.87429442752968,46.92180302838086,59.53822911219336,45.636274953404666,60.595947265625,46.3284797668457,5548787,274563.0
2020-12-02,60.81862185230556,45.784603490301,61.26397517250212,46.87236093008211,60.26192754754469,45.48794374208192,61.06913375854492,45.73516082763672,4898771,252038.0
2020-12-03,61.0691287790965,46.27903282004883,64.57628987145064,46.42736456475771,61.0134582913536,45.24072192378559,63.71341323852539,45.33960723876953,13385242,317201.0
2020-12-04,63.85258225221391,46.47681169878712,65.82883656280035,46.47681169878712,63.685570807832185,44.400189706245285,64.29793548583984,44.74629211425781,16896823,491832.0
2020-12-07,64.79897214659562,44.74629468866719,65.91235545309443,45.38906065165196,64.07527167011379,43.8068689628562,65.71751403808594,44.40019226074219,6171183,488316.0
2020-12-08,66.21852391808176,44.40018727598032,66.5247009447923,44.99350673502141,64.13092866682867,42.521336035294965,64.54844665527344,43.51020431518555,7265007,587833.0
2020-12-09,64.93814116018875,44.59796109642904,68.38963196339498,47.46568082162916,64.7154645054345,44.25185868266468,65.912353515625,44.64740753173828,21220306,1889845.0
2020-12-10,65.13298005169598,45.48794504229942,65.24432102928424,45.834047463075706,61.403142246969615,42.86744235162139,63.76908493041992,44.004642486572266,18517313,766794.0
2020-12-11,64.0196101775866,44.00464138352727,66.30204760403818,45.24072681564883,63.96393967717775,40.74137659717305,65.32783508300781,41.03803634643555,9602640,1736096.0
2020-12-14,65.74535488582437,41.97746202929461,68.25046886613784,42.07634735497098,65.52267820555274,40.543602173586926,67.55460357666016,41.03803634643555,11986780,798496.0
2020-12-15,67.13708622239595,41.384137142395886,67.69377527484161,42.42245188261625,65.6340146318278,39.40640052823631,67.30409240722656,41.77968597412109,8569621,2147780.0
2020-12-16,67.83294214163466,42.026901324422624,68.69581350450117,44.00463785733663,66.52471216574043,41.82912691668461,66.94223022460938,43.06521224975586,7142817,1168146.0
2020-12-17,66.80305687835875,43.01577212094445,67.30408065439123,43.51020628325416,65.68967365885875,41.53246963401533,65.940185546875,41.68080139160156,4526148,540494.0
2020-12-18,65.94018254342348,41.68080190308791,66.46903623045395,41.97746164966754,64.38144079809129,40.24694206034748,65.41132354736328,41.08747863769531,9869700,383828.0
2020-12-21,65.10512849928467,41.13692379359923,65.43914603935225,41.334698227384855,58.87017865992907,37.57699907439233,61.34746170043945,38.170318603515625,9426968,955573.0
2020-12-22,60.87429223014125,37.97254507860485,62.15468169604159,39.45584756179671,58.786696554758265,35.35204251607259,61.8484992980957,38.56586456298828,21368001,688910.0
2020-12-23,62.46087561159239,39.208631958011,64.15878346385256,40.54360273427044,61.82067545156082,39.01085753168982,63.21240615844727,40.44471740722656,8095772,376910.0
2020-12-24,63.462903872004304,40.93914827501697,64.9381400015743,41.483025074226575,63.18456204030026,39.65361649404301,63.5464096069336,40.88970184326172,5620163,497519.0
2020-12-28,64.01958635592038,41.33469572727404,65.4948222136334,42.52133848598063,63.71340402663318,40.14805296856745,65.04946899414062,42.125789642333984,4832227,721724.0
2020-12-29,65.41131919942877,42.42245353537622,65.57832533638845,42.81799861027847,63.90824803970354,41.43358518977056,64.7154541015625,42.07634735107422,4600443,482052.0
2020-12-30,64.57629109084475,41.63135305279295,64.8268029813883,42.02690187343618,63.24022590493573,40.642484773417976,63.76908493041992,40.88970184326172,4883026,239964.0
2020-12-31,63.26806046585536,41.2852560565694,64.38144368456011,41.43358782674393,63.18456004259623,38.21976549898703,63.629913330078125,39.653621673583984,5647660,606086.0
2021-01-01,63.90826333689099,39.55473401127194,64.57629866269049,41.23581096119768,63.51858048770015,39.45584868513712,64.04743957519531,40.49415969848633,4773375,359763.0
2021-01-04,64.5762968119638,41.82912746311457,66.32987489209648,41.82912746311457,64.29794965236309,40.54359945437373,65.99585723876953,40.88970184326172,7029263,368539.0
2021-01-05,65.68966935119319,40.543600949407626,66.49687014151144,42.867439982736464,64.85462800955439,39.9502814687974,66.023681640625,41.73024368286133,7842203,852871.0
2021-01-06,66.63605202363779,42.02690379632504,66.97006434149378,42.86744036335822,65.24432164483433,41.3841378764291,66.10719299316406,41.68080139160156,7309940,880125.0
