Date,Open,Open,Open,Open,High,High,High,High,Low,Low,Low,Low,Close,Close,Close,Close,Volume,Volume,Volume,Volume
2025-12-03,,2680.0,197.8699951171875,1559.0,,2685.0,199.3800048828125,1578.0,,2623.0,196.3300018310547,1545.0999755859375,,2668.5,198.39999389648438,1561.199951171875,,45723,984477,22552
