Date,Open,High,Low,Close,Volume
2020-12-01,1921.9705175316685,1921.9705175316685,1856.7928613004608,1868.0457763671875,7955798
2020-12-02,1872.1785184504351,1875.813357439705,1801.473904189807,1806.6522216796875,7458011
2020-12-03,1828.361544513231,1836.3282614827876,1804.1625930932214,1813.4239501953125,4462528
2020-12-04,1820.3948959567535,1849.274246056724,1794.9014250085818,1838.5689697265625,3989431
2020-12-07,1841.755497231227,1848.2782952278358,1797.4904756930193,1812.975830078125,6032173
2020-12-08,1824.6770169105328,1831.3490938586078,1809.6895817371153,1826.1707763671875,3953436
2020-12-09,1828.4612017036134,1881.1411447875514,1828.4612017036134,1875.7138671875,4370644
2020-12-10,1892.0952724355584,1911.9125051277688,1852.1122874976531,1895.381591796875,4695216
2020-12-11,1885.6224110831504,1920.675918766657,1885.6224110831504,1912.4105224609375,5466598
2020-12-14,1925.953898353733,1938.8002542529687,1891.099510327683,1931.2816162109375,3456971
2020-12-15,1939.895551633117,1949.8539476887286,1911.315003578493,1943.032470703125,4141898
2020-12-16,1956.8249128337154,1956.8249128337154,1928.493323407747,1944.4267578125,2764698
2020-12-17,1956.824870010905,1960.808228524922,1934.4683189759658,1957.27294921875,3460370
2020-12-18,1955.629946061121,1955.629946061121,1913.3564801375157,1941.239990234375,3371676
2020-12-21,1926.9496755224443,1950.8498265366761,1899.6636454687052,1912.8585205078125,3941511
2020-12-22,1921.9704693691679,1922.2194292745264,1878.2530856756894,1895.032958984375,5073744
2020-12-23,1893.0909582235129,1916.7919878088899,1884.6263221662273,1912.7587890625,2340819
2020-12-24,1910.0204915749007,1969.7708719161385,1909.0246519025468,1952.4432373046875,3337164
2020-12-28,1954.8332172410244,1987.7954850786493,1953.9369372507354,1980.62548828125,2743069
2020-12-29,1974.7500645672746,2008.6086133293963,1974.7500645672746,1990.9822998046875,3152865
2020-12-30,1994.8658094701461,2018.566840235034,1990.683331835142,2009.554443359375,2657431
2020-12-31,2008.309800001343,2010.351319935735,1978.7334106314827,1987.297607421875,2794829
2021-01-01,1988.592146904004,1999.5961016868168,1982.4178683678206,1985.7540283203125,1106099
2021-01-04,1995.6626667377145,1997.60450543815,1946.8665236887384,1957.3726806640625,3141429
2021-01-05,1951.347719784491,1956.2273581959578,1926.9496492896096,1951.5966796875,3263230
2021-01-06,1965.687708927262,1970.7664663116855,1940.2938004427,1962.2022705078125,3452515
2021-01-07,1975.7457281174557,1975.7457281174557,1939.3975834217465,1944.2772216796875,3419317
2021-01-08,1963.795738769153,1967.7790972656421,1938.152868448004,1962.5010986328125,3262897
2021-01-11,1951.845618830628,1958.7169363930832,1927.347988947591,1930.0865478515625,2995521
2021-01-12,1921.7714788931387,1922.0701578621183,1887.962648541627,1895.531005859375,6035580
2021-01-13,1903.0495655027128,1903.0495655027128,1869.1910175031878,1874.269775390625,5583130
2021-01-14,1884.1284368131267,1897.0743510195593,1863.2656467746615,1884.7757568359375,4803638
2021-01-15,1886.3192515628718,1896.0785279050085,1846.33639035937,1856.1453857421875,2715164
2021-01-18,1862.7180635713414,1864.4607829572008,1831.199714366023,1839.2659912109375,5004628
2021-01-19,1848.3779446548674,1884.1286122979595,1837.5731087964111,1879.1494140625,4805514
2021-01-20,1882.136825423962,1882.136825423962,1861.6722732209596,1875.763427734375,3041448
2021-01-21,1892.0953068309304,1896.9749453557752,1838.0710066227316,1850.0709228515625,5668862
2021-01-22,1842.303246429243,1867.1992362458543,1816.9093368162994,1820.394775390625,4298175
2021-01-25,1837.324154363432,1859.6309868373007,1767.6153788591284,1786.9346923828125,6610138
2021-01-27,1790.5195383754015,1815.8636066868266,1739.084400516144,1757.3580322265625,7892319
2021-01-28,1723.7984907734653,1757.1092795351778,1693.9233002921228,1715.682373046875,6035924
2021-01-29,1742.5698691654015,1742.5698691654015,1696.9106486192113,1705.8233642578125,5140687
2021-02-01,1722.802592078216,1802.2706446614889,1688.9938846332245,1794.005126953125,4829210
2021-02-02,1822.3865666913916,1871.2822693868493,1792.5612176811794,1853.556396484375,5871337
2021-02-03,1862.2201349192676,1875.3154505548544,1812.4281527021749,1844.494140625,4289395
2021-02-04,1831.3490534854416,1907.03286428745,1823.3823365589142,1902.4520263671875,9641674
2021-02-05,1907.0328780236368,1990.1854865432053,1905.1905990335983,1974.451171875,16268336
2021-02-08,1991.679272459325,2021.5544615462147,1943.3810501021862,1949.007568359375,4021475
2021-02-09,1951.8456067808504,1966.7832007102957,1929.787735432546,1941.040771484375,2230923
2021-02-10,1941.8873131049502,1954.7336688733667,1928.9413976842507,1943.9288330078125,2860941
