Date,Open,Open.1,Open.2,Open.3,High,High.1,High.2,High.3,Low,Low.1,Low.2,Low.3,Close,Close.1,Close.2,Close.3,Volume,Volume.1,Volume.2,Volume.3
2020-12-31,354.4329172590042,,122.91491089268251,117.22450469031988,361.6662421010248,,127.1399501986466,122.06233855261247,347.2960426347055,,122.429273168745,117.22450469031988,351.0091552734375,,125.2945327758789,118.10833740234376,294022,,88340.0,203095.0
2021-01-01,350.8645241030273,,126.26581424181724,118.8991567225326,360.2678479754605,,126.65431851128922,120.01557786344468,350.0447706960292,,122.8177832734239,117.224517913132,358.7247619628906,,123.3034210205078,117.96880340576172,191934,,110199.0,96677.0
2021-01-04,356.9887251234622,,124.95457643714364,119.08523199857414,372.27515917828896,,129.3253158125344,125.0394879200765,356.9887251234622,,123.30341119276,119.08523199857414,363.3058471679688,,128.49974060058594,122.34146881103516,1041199,,192263.0,574163.0
2021-01-05,361.6662670364996,,128.1597900604046,121.92278122408136,367.9351489984656,,131.60782080197058,122.66706657155704,358.82114729615535,,128.01410467405842,119.41083059790544,365.668701171875,,130.49085998535156,120.94590759277344,286088,,148020.0,176293.0
2021-01-06,366.4884991172421,,132.09348380210298,121.8762598064058,368.4173859547013,,139.86368873163843,123.50437778091886,356.8440649299463,,130.6851371227226,117.9222590111598,357.470947265625,,135.4443817138672,120.62027740478516,341791,,528177.0,279087.0
2021-01-07,359.9785062455866,,137.921126161706,121.8762624714922,362.6307256486016,,138.84383495714084,124.29518633637429,351.0574046172633,,132.14203968452097,118.99216913032268,353.3238525390625,,133.98745727539062,122.99268341064452,170531,,120174.0,296464.0
2021-01-08,354.8669532648945,,133.98744422827988,123.27178389228548,358.5800367300396,,136.4156328327086,127.87702882867175,346.2833836412455,,132.67623127418062,122.89964833631826,349.466064453125,,132.8704833984375,123.4113311767578,540385,,116714.0,481105.0
2021-01-11,362.5342454113805,,134.52167571546576,124.8533952495567,362.6306956318201,,135.63863676974472,126.34196603187188,349.2249391000111,,130.53943967583717,120.01556150112698,351.82891845703125,,133.16189575195312,121.03895568847656,778220,,101807.0,215021.0
2021-01-12,353.3720054173765,,133.55039003306717,120.94590639600968,355.0115707362623,,135.88144545817605,123.87651306487278,349.22491116250893,,130.8308154901142,119.87600597939291,352.2146911621094,,133.69607543945312,121.45760345458984,187900,,89535.0,122884.0
2021-01-13,353.7578150552328,,134.03601704031112,122.1088474572048,353.7578150552328,,147.8281259745644,123.73696542330086,336.494284681572,,134.03601704031112,118.57350274875522,338.32672119140625,,141.22344970703125,119.64341735839844,533467,,964458.0,213650.0
2021-01-14,339.72519006606944,,141.22345361990054,119.5969022094138,349.1285132829443,,143.99159475932052,121.5971558358968,338.85719688639176,,139.378036073946,119.08520512941084,348.2122802734375,,142.0976104736328,120.15510559082033,466227,,203570.0,65520.0
2021-01-15,347.48892693046975,,142.77751558021424,120.48073111575545,348.9355919542144,,142.77751558021424,120.62027840773489,338.71251599906583,,134.23028719362728,114.43343573156692,340.7378234863281,,135.4443817138672,115.31726837158205,241655,,173592.0,181677.0
2021-01-18,340.6414213215512,,137.24124339549488,115.31727759959824,346.23518127953906,,137.24124339549488,118.62003433600962,325.644308762631,,128.20837747306726,112.80532677051896,333.5045166015625,,130.24806213378906,114.0613021850586,378103,,105335.0,119444.0
2021-01-19,332.6365474968374,,132.72478718685133,114.99165662656972,343.2936655184177,,134.52165273643556,116.94539696988384,331.81676465941143,,130.19947985448874,114.99165662656972,335.9156494140625,,132.1905975341797,115.78245544433594,342671,,86577.0,79055.0
2021-01-20,337.6516682995376,,133.55038083675302,115.41031472303706,342.859657206045,,134.13315206314493,123.08572845170735,337.6516682995376,,131.31644422956794,115.41031472303706,340.6414489746094,,132.2877197265625,121.8762664794922,173286,,102544.0,7073390.0
2021-01-21,342.85963875757443,,134.9587196765179,125.59768673680992,352.02185132634224,,135.0072864127062,128.15615813330052,340.4485301868461,,128.4511771804345,119.08521409119756,342.03985595703125,,130.53941345214844,120.38770294189452,416053,,117212.0,930252.0
2021-01-22,340.4485106278348,,130.78222476810092,122.24841456335768,348.64627929734354,,132.8704757398359,126.85367462794756,340.4485106278348,,128.20835092395836,118.57352196912272,344.74029541015625,,130.34515380859375,121.41110229492188,295668,,100510.0,870501.0
2021-01-25,346.23516362045274,,132.0449143866571,122.80661684124378,346.91028574033515,,133.06475672713083,123.27179342018788,339.33939953511987,,127.18853640391512,115.8289681570822,345.07781982421875,,131.8506622314453,116.20111083984376,143852,,141786.0,218862.0
2021-01-27,344.3062732231326,,131.80207249098487,117.1314789204449,350.0929332773029,,134.03600893737178,117.59665555865315,341.4129431960475,,129.17963180195977,113.96827636102232,345.9940490722656,,131.2678680419922,115.13121795654295,357693,,90155.0,202791.0
2021-01-28,340.44851185341605,,129.17965779118427,114.43345100846224,346.8138440238561,,133.93890241318988,117.68968741927212,337.9891930167005,,128.20838216869416,113.96827437834654,345.1260681152344,,133.1133270263672,116.0615692138672,134543,,79536.0,132812.0
2021-01-29,348.0676147886148,,133.11331311829127,118.2478963706816,348.6462867111452,,138.45532848383718,119.03869521167113,337.07296599044327,,133.11331311829127,114.43344947447224,346.862060546875,,135.49293518066406,115.0846939086914,210871,,154010.0,92016.0
2021-02-01,349.12849486743806,,136.85271092537718,114.43344505483608,357.76027467651545,,137.43548214890336,119.08521111397576,341.8951696975326,,133.79319905308438,114.10782285030264,355.2527160644531,,136.17282104492188,118.10833740234376,384063,,66531.0,108431.0
2021-02-02,360.4607020919209,,136.94984440279418,118.7130621251078,384.8128966814086,,138.89239538723098,120.4807345536087,358.77292622928314,,134.57022241095666,116.20111142536476,382.7393493652344,,136.17282104492188,117.2710189819336,1693764,,70945.0,143511.0
2021-02-03,382.8840220171001,,136.17283288671658,117.3175277845232,402.1728896250144,,138.35820293425104,122.48098337568806,376.1811287503593,,134.13316306797788,117.3175277845232,392.0462341308594,,135.29869079589844,121.45760345458984,1297368,,86719.0,207162.0
2021-02-04,388.91181687842897,,136.75560089967576,122.62055273207406,405.0662444859025,,152.00462412583778,129.22605183385443,383.5109277321213,,134.910168455695,120.6668053633984,398.6044616699219,,149.67356872558594,128.0631103515625,471641,,790097.0,710989.0
2021-02-05,400.58157133814655,,152.34456763359017,128.4352771209075,405.4519987261787,,160.1633235280983,137.04104522743177,392.33556262385946,,147.77956094127148,127.086267662341,393.9751281738281,,154.91844177246094,132.34275817871094,387176,,715232.0,1258729.0
2021-02-08,403.1373254243115,,155.4040873813605,134.90121530968693,421.0759778488263,,169.97322057336305,140.43681406421658,398.2186583902949,,154.91844960829377,133.0405088916223,408.2006530761719,,162.15444946289062,135.55245971679688,705122,,416616.0,632353.0
2021-02-09,410.4188708653581,,163.46566305625308,134.90120794108282,413.7462123178277,,169.00193022005394,136.25021718128113,405.5002331460224,,153.46152284349725,129.31908899179663,408.8275451660156,,154.3842315673828,129.92381286621094,180724,,319070.0,235272.0
2021-02-10,408.8275450898151,,155.20982747931936,130.5750735237661,412.2513367666774,,157.24949713197006,132.57532716751754,404.4393394602527,,151.03333987557565,127.03972862675307,408.6346740722656,,153.36439514160156,128.6678466796875,396585,,115272.0,165891.0
2021-02-11,407.4773110949242,,155.93828540574887,126.99321849490052,424.3550695426429,,162.6886472063319,133.59873224155902,405.6930850296703,,150.54770338496385,126.99321849490052,419.8221740722656,,157.29806518554688,132.01712036132812,376164,,306813.0,135649.0
2021-02-12,419.5328798515852,,160.11477980832177,132.11014750196554,420.4973232535429,,160.11477980832177,141.5997468072604,411.6726720121256,,151.51898529147527,132.11014750196554,414.7106628417969,,153.17015075683594,137.55271911621094,135264,,141190.0,537618.0
2021-02-15,414.7106650018218,,155.88973704699134,146.71670758696496,426.91086821363575,,159.77483952791323,155.2294485104344,408.15246160734193,,151.6161302461732,142.34405006471275,421.5099792480469,,152.6845245361328,150.1590118408203,201150,,151939.0,1372882.0
2021-02-16,421.5582056774148,,154.33567400213937,152.06623158410736,424.3068751864314,,157.1038151587894,161.78841993317053,411.0939891578116,,152.1017521653911,148.903036301754,413.697998046875,,155.79258728027344,156.85755920410156,125190,,141844.0,1015973.0
2021-02-17,426.2839810240503,,155.69547898744705,157.9739651902186,429.1291008151879,,158.17223468928375,158.0204856861893,416.5913366674217,,152.58740008457846,151.2289049602728,418.0862121582031,,152.92733764648438,151.9731903076172,493689,,106223.0,302769.0
2021-02-18,420.9795375150205,,154.28711092576057,152.95007069849794,423.1977455273325,,158.31789810892798,160.95111443557047,414.9517663593072,,153.4615208663228,152.6709760765593,416.9288635253906,,154.33566284179688,153.9734649658203,122298,,121564.0,477983.0
2021-02-19,412.7817747539085,,153.46152915712423,154.43861687707783,424.1139846916618,,156.3753556601076,154.996834423733,405.5966596586827,,149.964931425349,147.08883295713565,416.3984375,,151.81036376953125,148.9495391845703,146252,,90123.0,224092.0
2021-02-22,412.5888788950918,,153.46153783927045,148.94954345954218,417.3628855460794,,154.189994506229,150.57766145527583,393.4447007586016,,145.98271902259364,140.76243298464058,397.2060241699219,,146.5654754638672,144.3442840576172,134780,,80034.0,260971.0
2021-02-23,399.9546753725997,,148.45946068605684,144.34431486505574,413.6979933284579,,151.5189724712231,151.74063526683668,398.3151098785596,,147.82812274180094,144.34431486505574,404.6322021484375,,149.72210693359375,149.8799285888672,302629,,76866.0,211538.0
2021-02-24,405.6448718096057,,151.03334812617973,150.57764935524563,409.5026451422078,,153.36440351954585,151.64754970232838,400.2439832574679,,149.8192536878664,146.90274338904578,403.0408630371094,,151.61611938476562,147.367919921875,60237,,23229.0,77418.0
2021-02-25,405.83775983894753,,150.0620592142372,147.9726783366084,422.3779872422114,,154.1899799369589,154.9038067923068,405.2108775326011,,150.0620592142372,146.34456024719975,415.5786437988281,,152.0531768798828,153.18264770507812,333358,,54815.0,183925.0
2021-02-26,412.73354501837184,,151.9075088213186,149.32169429754836,422.2815283341884,,153.89862690841227,153.04310723954333,409.88842535176354,,150.49916206427352,146.76322289992683,415.3375244140625,,152.4902801513672,149.64732360839844,213025,,63824.0,148786.0
2021-03-01,429.08083392238507,,154.23853717102844,150.62418712209617,438.8217174939097,,154.23853717102844,153.27569959163665,420.5455045197998,,148.60513686184171,148.06571565698542,435.2532653808594,,149.8677978515625,148.8565216064453,579419,,66919.0,112701.0
2021-03-02,445.5246156013661,,150.88765717310417,149.60082310957856,456.56747425714224,,162.1058775141948,152.39188318924957,438.1466004561067,,150.88765717310417,148.53090822806527,446.5854797363281,,160.84323120117188,150.99635314941406,493596,,189870.0,139254.0
2021-03-03,449.7199291184447,,162.10588175283183,152.066230515375,468.7194751731448,,192.9924468994141,163.64912523054966,438.8699412672145,,162.10588175283183,152.066230515375,444.5601806640625,,192.9924468994141,161.3232421875,757985,,1182402.0,626626.0
2021-03-04,442.19732525017935,,195.2263837866596,159.97422435502182,461.5826446318301,,209.0184935079876,165.13768727523464,437.56800842731286,,187.4561794568423,158.16003851712614,456.326416015625,,193.38096618652344,159.92770385742188,447335,,1621170.0,386677.0
2021-03-05,451.35948099794274,,193.04103176952356,160.71851066600692,458.1105843462026,,193.28385067740973,163.55609068340368,431.10617095316326,,182.98832305483916,153.7408618671933,443.1617126464844,,184.0567321777344,156.53192138671875,240648,,239411.0,234736.0
2021-03-08,450.0092566477851,,187.4561710876153,157.32274798333702,461.9683478668196,,197.0717925882667,159.09041356676408,446.82657604892586,,179.15176261678656,150.85678122128638,450.6361389160156,,186.1449432373047,152.34535217285156,273126,,276548.0,266483.0
2021-03-09,453.0954847789382,,191.2927112140359,153.41523486095974,457.0979483221317,,196.1976555673165,155.13639393536957,436.21772575454753,,179.68597168293837,148.9960572226209,439.6897277832031,,182.3569793701172,149.97293090820312,159232,,172583.0,175742.0
2021-03-10,441.7150772817288,,185.41650236207963,152.11274711763198,446.92306575619705,,190.37001375009933,153.32220910823864,430.91329942673946,,182.79406125921184,145.1350981672819,432.7939758300781,,185.36795043945312,147.6470489501953,110762,,79216.0,243211.0
2021-03-12,436.4106357322056,,188.23318654808733,150.9032909094896,447.5017347618638,,192.31254050376677,151.6940968325908,435.2532918865549,,186.4848877612284,147.554027802619,444.2708435058594,,190.22430419921875,148.57740783691406,336393,,174677.0,173651.0
2021-03-15,447.5017544619175,,190.3699914418256,150.7172159610881,447.5017544619175,,206.8816743730043,152.3918545332017,432.1188698792979,,187.6989839088408,147.92615640625314,443.2582092285156,,203.53077697753903,150.8102569580078,274621,,326692.0,239762.0
2021-03-16,443.2582068573136,,202.12242120914635,151.60103645913154,455.2172995174632,,208.38714471579448,165.13767705097294,437.9537679858177,,192.31253352055944,151.60103645913154,442.6795349121094,,199.0143280029297,163.60260009765625,393537,,285575.0,810147.0
2021-03-17,444.8013063730865,,200.5683925960183,166.08924608839231,447.5017361111111,,201.6853535031036,171.48480069295874,436.3624266511636,,193.38095975806084,159.98992349192594,440.509521484375,,196.7318572998047,161.81971740722656,157767,,135136.0,522600.0
2021-03-18,442.6795283245696,,197.3146148875836,164.58789367244557,445.3799581187002,,199.69425175504315,165.9485234515746,423.9210920942521,,184.0567100398233,152.95226683098733,430.7686462402344,,190.12718200683597,154.17213439941406,852653,,93672.0,300941.0
2021-03-19,425.41598470291007,,185.8535856805092,153.79676552539473,446.199727959377,,197.89739678355835,162.57041256574553,417.2664262942389,,179.783113386535,149.9495089415969,439.5450744628906,,194.6921844482422,159.6614990234375,468182,,104250.0,281008.0
2021-03-22,439.5450597365633,,192.74963445680868,159.52077200502072,444.6083873583229,,206.34749247592023,164.68173815812432,429.3701940982079,,192.74963445680868,157.92556714861027,431.5401916503906,,205.6676025390625,162.80502319335938,193975,,150075.0,214371.0
2021-03-23,452.99906911515774,,205.9103933125901,168.81049171096782,453.0954899075506,,227.2784529959721,173.03310004044036,429.1773057638161,,205.9103933125901,165.7139237239128,432.7457580566406,,219.3625640869141,166.98069763183594,776718,,707213.0,413337.0
2021-03-24,432.0706006659836,,221.01373345448587,166.9338044961698,433.9512768838363,,229.9008979678952,168.01292428302563,406.4646426896833,,212.9035774511657,161.44442135124288,411.8172912597656,,215.5745849609375,163.32113647460938,327291,,321105.0,129243.0
2021-03-25,411.8173284923966,,213.68061266447367,164.1656359613965,413.31220397739946,,220.18815563152137,164.1656359613965,393.7340148876368,,199.111479982805,157.64405443044348,395.4700012207031,,202.99658203125,158.72315979003906,412421,,156257.0,145080.0
2021-03-26,403.0891336814689,,205.37619840084784,159.66150790899786,407.33267878527687,,217.56570870535717,162.0074014387698,394.4573534168382,,200.90834006079837,156.0019197298328,397.01312255859375,,214.16624450683597,156.98719787597656,235922,,120827.0,94990.0
2021-03-30,390.5995215805881,,218.53697297981336,157.7847915369119,394.8913058746478,,235.92279734645703,161.39747326459025,368.41732652786334,,210.13544639122867,155.39199161458222,391.56396484375,,229.0753173828125,157.36253356933594,1720920,,223567.0,127929.0
2021-03-31,389.0564320745045,,231.64921561982212,158.3947453342764,398.0257726716128,,237.96250661155733,159.19234060058483,381.9677677373072,,226.30720016527695,152.81152119732204,396.2415466308594,,232.42623901367188,153.51528930664062,316928,,140161.0,84751.0
2021-04-01,398.074051830851,,236.9912411622031,154.35980129128282,407.67027636148543,,270.3059816495149,164.2125545651945,397.6882803200548,,236.65128878152063,154.35980129128282,404.58404541015625,,253.0172882080078,159.61460876464844,165695,,530676.0,149314.0
2021-04-05,398.3150723636225,,255.34833380118428,162.3358509704713,411.5279569970998,,261.07885356489965,163.0396191105167,396.4343962053813,,237.03979874559303,149.71494518929708,402.5104064941406,,244.9556884765625,151.2632293701172,178293,,136956.0,236638.0
2021-04-06,404.5840149006796,,244.0815550440041,152.9522518269048,428.2128787029839,,263.21568091386627,165.9954135867055,399.4242367144972,,244.0815550440041,151.3570471561532,422.8602294921875,,249.47213745117188,163.8841094970703,549477,,206381.0,568236.0
2021-04-07,424.35507193353743,,252.0459998766273,163.88416005876064,428.1646349204763,,258.74779510122085,165.15094863065138,415.675081825806,,248.2094644996357,162.3358756426289,418.3273010253906,,250.3462677001953,162.52354431152344,202564,,84006.0,175102.0
2021-04-08,419.8221750916383,,251.5603396844498,161.3974733279811,421.5581907671039,,255.25117451068917,166.08926034332936,400.24398701773663,,242.8188606992759,161.3974733279811,410.0330810546875,,244.7128448486328,162.38275146484375,423046,,69138.0,147899.0
2021-04-09,409.8402282474345,,246.12120356022928,163.2741932249371,416.0126600252208,,246.12120356022928,164.86939799625375,405.8860044822589,,237.4282908774389,159.0046640442086,412.7817687988281,,239.56509399414065,160.64678955078125,135914,,62515.0,124124.0
2021-04-12,400.82265200524665,,230.19230257244487,159.1454204415994,408.1524271662904,,234.0774047255663,159.1454204415994,381.43733527422114,,218.5369961130806,146.80601206593255,384.1860046386719,,221.11087036132807,147.69744873046875,423001,,91159.0,152733.0
2021-04-13,385.8737915911781,,223.29622262092067,149.19880527697575,397.5917724487768,,237.96248801449903,155.15737964267407,385.4397803091474,,221.30511978167905,148.44811660062228,391.2264404296875,,223.7818603515625,149.5741424560547,71649,,39013.0,103743.0
2021-04-15,390.59955703271663,,220.0424612342232,149.19883944434272,405.0662072931876,,225.1902242019917,150.23103840048248,387.94733781829694,,215.04038365911825,146.00842973696336,401.0155334472656,,219.94532775878903,148.40122985839844,191718,,41702.0,72282.0
2021-04-16,403.1372959566432,,221.0623128632446,153.84369333081182,411.76907519090526,,227.0356513447618,154.1721241490824,397.4470864217403,,216.5944395716872,151.02862112231318,400.4850769042969,,221.74220275878903,152.4361572265625,208087,,39813.0,215222.0
2021-04-19,404.9697815291241,,217.3714557553719,152.0139276209042,412.2513469261382,,217.3714557553719,152.0139276209042,400.7262364162656,,204.25923675321727,146.19611350152203,403.2337951660156,,207.1244964599609,148.54200744628906,473177,,91018.0,101398.0
2021-04-20,405.934193036561,,208.8242346644,151.9200507371734,409.7919663691631,,218.53698976506976,157.17485767631712,398.5079970307868,,208.8242346644,149.43340946240895,403.0408630371094,,215.0889587402344,154.87588500976562,97546,,74737.0,129974.0
2021-04-22,406.9951328491589,,213.68061463770863,155.67350149508908,415.6751238340936,,226.0158107913332,157.17487920281346,390.6960445528328,,206.68743385002676,151.6385757522029,394.6502685546875,,222.956298828125,152.9522705078125,535970,,76275.0,93804.0
2021-04-23,395.421776117063,,224.36463551054635,153.89061907653016,400.09933228201606,,231.79488699211612,158.58240624349753,392.0944347645512,,220.1881479893261,152.9522616431367,393.4928894042969,,224.6560211181641,155.7204132080078,140868,,73662.0,114309.0
2021-04-26,399.2795307580553,,226.79282569654785,157.64402148141124,399.2795307580553,,235.04866731719304,158.39471016162852,389.87620847570975,,224.0732513750613,153.3275723088086,390.5513305664063,,226.2586212158203,154.5943603515625,413043,,64116.0,65222.0
2021-04-27,391.2747038120675,,228.9782205647519,158.5354816861279,393.3964616578461,,233.1061418262585,162.89885223713193,381.4373692419394,,223.58763807092177,154.92281424557808,383.0769348144531,,226.50146484375,161.77281188964844,360673,,61569.0,235353.0
2021-04-28,383.076950477622,,228.2983254433628,159.5207592794356,388.1402785949415,,235.04868768339557,163.83720908133472,381.19627397534055,,227.8612544014377,159.5207592794356,385.2469482421875,,231.84347534179688,162.19508361816406,269483,,51041.0,138375.0
2021-04-29,395.4217886307046,,237.76825329960383,164.2125396285891,395.4217886307046,,240.77919855780124,165.15089699789533,379.7977939898667,,231.21214345579392,160.0837729309206,386.7900085449219,,237.47686767578125,164.16561889648438,336680,,80143.0,170141.0
2021-04-30,377.19380852200055,,237.23402006635496,164.2125389545348,389.586911733646,,245.73267994590708,170.64029263517688,377.19380852200055,,233.1546662882673,162.33582422362585,387.1275634765625,,237.1368865966797,164.44712829589844,282355,,51590.0,299219.0
2021-05-03,384.62001445610224,,235.67999604489725,163.27418334815442,388.6706884912849,,241.70191604978623,177.114954637725,381.2444625709422,,230.0466099559181,160.4591112214621,387.56158447265625,,238.10818481445312,173.92454528808594,122114,,57704.0,468559.0
2021-05-04,387.8991508618029,,242.72175173406416,178.19407472613403,388.9118046682335,,249.0350427496892,184.85641837452576,375.2166964878305,,234.07740534855768,172.65777147671443,378.7369384765625,,236.7484130859375,174.1122283935547,551001,,80617.0,572432.0
2021-05-05,380.9551604704818,,241.94474146978487,175.47281586768506,381.3891717933762,,244.7614345904478,178.05329845397452,369.8640608618475,,234.07740371546797,169.3265726621563,374.3005065917969,,235.5343170166016,173.12692260742188,396234,,55799.0,184565.0
2021-05-06,376.1329038272878,,238.35101021436623,173.12694501676225,378.0135801194143,,238.448143696002,178.52250021376162,354.7222498364368,,231.2607106696132,169.23276742794627,365.9580383300781,,234.75729370117188,175.66050720214844,835274,,32419.0,145299.0
2021-05-07,370.3462524818001,,233.20326747938967,174.53449411595122,370.3462524818001,,240.7792049778479,181.10299658268056,362.8236060012538,,233.1061339953628,171.10949498557912,364.3184814453125,,234.5144805908203,176.4112091064453,232867,,54445.0,288221.0
2021-05-10,366.4884741927949,,238.83664803251352,179.41391038680027,372.2751343116285,,257.290883190112,191.4248865224354,364.55958748651705,,233.3489471901599,176.69267998214207,369.18890380859375,,254.66845703125,189.50125122070312,250372,,141083.0,411184.0
2021-05-11,370.346242653157,,252.72589123762185,187.4368947415971,374.9755589133315,,265.1582054999088,197.7119056322528,364.80069344676207,,243.98439711493944,185.18484265971568,367.8386840820313,,249.6177978515625,190.8149871826172,257434,,135779.0,355205.0
2021-05-12,373.23959000164535,,251.6574902926833,190.90880112610068,383.5591459943197,,255.445458849326,197.43038188363943,364.5595995364908,,246.8011127480193,188.4221598611317,368.3209228515625,,249.81207275390625,190.01736450195312,1024560,,47563.0,287282.0
2021-05-14,378.9297838630417,,247.67526152429272,196.116696312314,383.9449010234016,,257.3880168781866,206.43862769717265,373.336024242427,,247.67526152429272,190.25196257091704,376.1329040527344,,250.3948211669922,197.0550537109375,1053436,,40916.0,977289.0
2021-05-17,377.96535160035154,,256.4167153737958,199.6355365571521,380.3282496347422,,275.84222411423485,205.35952241603465,374.6862500220463,,256.4167153737958,195.64751761300224,377.14556884765625,,272.734130859375,197.0550537109375,1148441,,184048.0,346803.0
2021-05-18,377.1455352305613,,276.6192535849315,199.8701267312017,390.0208589856083,,289.7314729790953,202.4975303218242,377.1455352305613,,274.28819828749766,196.16361785499035,385.97021484375,,277.1534729003906,196.914306640625,610014,,114376.0,282182.0
2021-05-19,388.1402526935119,,277.7847815106608,197.9464764284461,392.96246962630505,,278.318971157176,200.52695909283688,384.86112163323145,,268.50911272569823,194.662225764676,390.7442321777344,,272.8798522949219,196.5389404296875,444306,,52229.0,147814.0
