Date,Open,Open.1,Open.2,High,High.1,High.2,Low,Low.1,Low.2,Close,Close.1,Close.2,Volume,Volume.1,Volume.2
2020-12-01,352.0218131196166,,133.64751755472892,364.2702551025218,,139.7665414777508,345.077809416596,,133.64751755472892,362.1484680175781,,136.26995849609375,1159538,,194768.0
2020-12-02,366.4885064648704,,136.94985070528654,370.3462802171322,,137.72687409891776,353.3720698206847,,132.5305440482168,359.3998413085937,,133.21043395996094,768782,,80223.0
2020-12-03,360.1231796147079,,135.68716618856115,362.29317738486776,,135.97855176358033,347.2478536252634,,133.74461544908144,350.5751953125,,134.1816864013672,488690,,51206.0
2020-12-04,352.8898477227288,,134.81303981767914,356.31363958367155,,136.80415751916746,348.1640807677781,,133.1618744629648,349.0320739746094,,134.57022094726562,847424,,102963.0
2020-12-07,352.69694340854863,,135.49292474043995,358.48360348460375,,144.23440375595223,351.6360498414435,,133.89032618245758,354.28826904296875,,143.0203094482422,189840,,570017.0
2020-12-08,360.17139913933846,,142.48610159435177,365.0418265314302,,143.70019587313882,355.49384276756587,,136.60988232092504,357.6156005859375,,137.87254333496094,406677,,120785.0
2020-12-09,361.5698033796692,,137.7268785939633,365.524026972196,,140.73782396438207,356.89224727994167,,137.14410732459766,358.0495910644531,,138.79527282714844,368629,,85320.0
2020-12-10,358.772912551071,,137.62974080251237,360.6053489598639,,138.94096870731278,354.91513929783366,,133.06474873694836,357.22979736328125,,133.5989532470703,262538,,99838.0
2020-12-11,356.84404419943166,,133.64751294331256,359.73737428753515,,136.56133940439798,351.973616990781,,125.39167130357058,353.9507141113281,,128.3540496826172,286837,,335605.0
2020-12-14,371.2624880721104,,131.02505743553985,371.2624880721104,,131.3650097846194,344.30628403373385,,125.294537983112,354.9151611328125,,129.51959228515625,952693,,112882.0
2020-12-15,356.554752179804,,130.05379049001615,363.2576164403262,,133.06475062953697,353.613182023047,,128.3055063527344,357.7120666503906,,132.4819793701172,439639,,84828.0
2020-12-16,359.44806512580425,,133.06475472648592,365.0418250443787,,134.03603030843107,358.29072127869665,,128.30551030315036,363.2575988769531,,131.80209350585938,229312,,57253.0
2020-12-17,365.958085682946,,131.8020960292213,366.4885178173216,,133.93889938631207,354.7222957354582,,129.47104051612038,358.3389587402344,,129.90811157226562,158808,,54736.0
2020-12-18,359.1587145977235,,131.6078167849635,361.6180629157346,,131.6078167849635,352.6005112813138,,127.57702980055586,357.0369567871094,,130.3937225341797,345587,,51108.0
2020-12-21,352.9862299058724,,132.09346376616378,357.6155457382064,,132.09346376616378,306.2589426166553,,116.55305626426215,347.4888916015625,,119.70970153808594,595077,,140669.0
2020-12-22,341.4129641304592,,119.46687565319152,347.05496391572063,,121.40942647682066,325.4031977790892,,113.15358547639686,335.3851928710937,,113.6877899169922,543884,,277753.0
2020-12-23,335.6262668520084,,116.11599612663362,352.98624617193985,,121.06949999907182,335.6262668520084,,114.2220043390654,349.6589050292969,,120.3896026611328,390144,,174293.0
2020-12-24,347.68183231374,,121.36086859312294,356.6029334202645,,124.27469504107542,347.48893186817617,,120.4381598487022,352.0700378417969,,121.31230926513672,165476,,108455.0
2020-12-28,353.85428926643493,,124.32326320939336,361.5698367213912,,127.139956213286,352.07006303098075,,122.38071222174658,356.55474853515625,,124.0804443359375,277844,,103474.0
2020-12-29,358.2906933167287,,124.32326852984106,360.02667951943243,,127.5770475015909,354.9151416973248,,124.08044964599372,355.92779541015625,,125.1974105834961,109033,,165806.0
2020-12-30,356.361821343702,,127.04284745146808,358.6764795200618,,127.04284745146808,349.32139659217523,,122.86635953862644,353.7578125,,123.74050903320312,106541,,64208.0
2020-12-31,354.4329172590042,,122.91491089268251,361.6662421010248,,127.1399501986466,347.2960426347055,,122.429273168745,351.0091552734375,,125.2945327758789,294022,,88340.0
2021-01-01,350.8645241030273,,126.26581424181724,360.2678479754605,,126.65431851128922,350.0447706960292,,122.8177832734239,358.7247619628906,,123.3034210205078,191934,,110199.0
2021-01-04,356.9887251234622,,124.95457643714364,372.27515917828896,,129.3253158125344,356.9887251234622,,123.30341119276,363.3058471679688,,128.49974060058594,1041199,,192263.0
2021-01-05,361.6662670364996,,128.1597900604046,367.9351489984656,,131.60782080197058,358.82114729615535,,128.01410467405842,365.668701171875,,130.49085998535156,286088,,148020.0
2021-01-06,366.4884991172421,,132.09348380210298,368.4173859547013,,139.86368873163843,356.8440649299463,,130.6851371227226,357.470947265625,,135.4443817138672,341791,,528177.0
2021-01-07,359.9785062455866,,137.921126161706,362.6307256486016,,138.84383495714084,351.0574046172633,,132.14203968452097,353.3238525390625,,133.98745727539062,170531,,120174.0
2021-01-08,354.8669532648945,,133.98744422827988,358.5800367300396,,136.4156328327086,346.2833836412455,,132.67623127418062,349.466064453125,,132.8704833984375,540385,,116714.0
2021-01-11,362.5342454113805,,134.52167571546576,362.6306956318201,,135.63863676974472,349.2249391000111,,130.53943967583717,351.82891845703125,,133.16189575195312,778220,,101807.0
2021-01-12,353.3720054173765,,133.55039003306717,355.0115707362623,,135.88144545817605,349.22491116250893,,130.8308154901142,352.2146911621094,,133.69607543945312,187900,,89535.0
2021-01-13,353.7578150552328,,134.03601704031112,353.7578150552328,,147.8281259745644,336.494284681572,,134.03601704031112,338.32672119140625,,141.22344970703125,533467,,964458.0
2021-01-14,339.72519006606944,,141.22345361990054,349.1285132829443,,143.99159475932052,338.85719688639176,,139.378036073946,348.2122802734375,,142.0976104736328,466227,,203570.0
2021-01-15,347.48892693046975,,142.77751558021424,348.9355919542144,,142.77751558021424,338.71251599906583,,134.23028719362728,340.7378234863281,,135.4443817138672,241655,,173592.0
2021-01-18,340.6414213215512,,137.24124339549488,346.23518127953906,,137.24124339549488,325.644308762631,,128.20837747306726,333.5045166015625,,130.24806213378906,378103,,105335.0
2021-01-19,332.6365474968374,,132.72478718685133,343.2936655184177,,134.52165273643556,331.81676465941143,,130.19947985448874,335.9156494140625,,132.1905975341797,342671,,86577.0
2021-01-20,337.6516682995376,,133.55038083675302,342.859657206045,,134.13315206314493,337.6516682995376,,131.31644422956794,340.6414489746094,,132.2877197265625,173286,,102544.0
2021-01-21,342.85963875757443,,134.9587196765179,352.02185132634224,,135.0072864127062,340.4485301868461,,128.4511771804345,342.03985595703125,,130.53941345214844,416053,,117212.0
2021-01-22,340.4485106278348,,130.78222476810092,348.64627929734354,,132.8704757398359,340.4485106278348,,128.20835092395836,344.74029541015625,,130.34515380859375,295668,,100510.0
2021-01-25,346.23516362045274,,132.0449143866571,346.91028574033515,,133.06475672713083,339.33939953511987,,127.18853640391512,345.07781982421875,,131.8506622314453,143852,,141786.0
2021-01-27,344.3062732231326,,131.80207249098487,350.0929332773029,,134.03600893737178,341.4129431960475,,129.17963180195977,345.9940490722656,,131.2678680419922,357693,,90155.0
2021-01-28,340.44851185341605,,129.17965779118427,346.8138440238561,,133.93890241318988,337.9891930167005,,128.20838216869416,345.1260681152344,,133.1133270263672,134543,,79536.0
2021-01-29,348.0676147886148,,133.11331311829127,348.6462867111452,,138.45532848383718,337.07296599044327,,133.11331311829127,346.862060546875,,135.49293518066406,210871,,154010.0
2021-02-01,349.12849486743806,,136.85271092537718,357.76027467651545,,137.43548214890336,341.8951696975326,,133.79319905308438,355.2527160644531,,136.17282104492188,384063,,66531.0
2021-02-02,360.4607020919209,,136.94984440279418,384.8128966814086,,138.89239538723098,358.77292622928314,,134.57022241095666,382.7393493652344,,136.17282104492188,1693764,,70945.0
2021-02-03,382.8840220171001,,136.17283288671658,402.1728896250144,,138.35820293425104,376.1811287503593,,134.13316306797788,392.0462341308594,,135.29869079589844,1297368,,86719.0
2021-02-04,388.91181687842897,,136.75560089967576,405.0662444859025,,152.00462412583778,383.5109277321213,,134.910168455695,398.6044616699219,,149.67356872558594,471641,,790097.0
2021-02-05,400.58157133814655,,152.34456763359017,405.4519987261787,,160.1633235280983,392.33556262385946,,147.77956094127148,393.9751281738281,,154.91844177246094,387176,,715232.0
2021-02-08,403.1373254243115,,155.4040873813605,421.0759778488263,,169.97322057336305,398.2186583902949,,154.91844960829377,408.2006530761719,,162.15444946289062,705122,,416616.0
2021-02-09,410.4188708653581,,163.46566305625308,413.7462123178277,,169.00193022005394,405.5002331460224,,153.46152284349725,408.8275451660156,,154.3842315673828,180724,,319070.0
2021-02-10,408.8275450898151,,155.20982747931936,412.2513367666774,,157.24949713197006,404.4393394602527,,151.03333987557565,408.6346740722656,,153.36439514160156,396585,,115272.0
2021-02-11,407.4773110949242,,155.93828540574887,424.3550695426429,,162.6886472063319,405.6930850296703,,150.54770338496385,419.8221740722656,,157.29806518554688,376164,,306813.0
2021-02-12,419.5328798515852,,160.11477980832177,420.4973232535429,,160.11477980832177,411.6726720121256,,151.51898529147527,414.7106628417969,,153.17015075683594,135264,,141190.0
2021-02-15,414.7106650018218,,155.88973704699134,426.91086821363575,,159.77483952791323,408.15246160734193,,151.6161302461732,421.5099792480469,,152.6845245361328,201150,,151939.0
2021-02-16,421.5582056774148,,154.33567400213937,424.3068751864314,,157.1038151587894,411.0939891578116,,152.1017521653911,413.697998046875,,155.79258728027344,125190,,141844.0
2021-02-17,426.2839810240503,,155.69547898744705,429.1291008151879,,158.17223468928375,416.5913366674217,,152.58740008457846,418.0862121582031,,152.92733764648438,493689,,106223.0
2021-02-18,420.9795375150205,,154.28711092576057,423.1977455273325,,158.31789810892798,414.9517663593072,,153.4615208663228,416.9288635253906,,154.33566284179688,122298,,121564.0
2021-02-19,412.7817747539085,,153.46152915712423,424.1139846916618,,156.3753556601076,405.5966596586827,,149.964931425349,416.3984375,,151.81036376953125,146252,,90123.0
2021-02-22,412.5888788950918,,153.46153783927045,417.3628855460794,,154.189994506229,393.4447007586016,,145.98271902259364,397.2060241699219,,146.5654754638672,134780,,80034.0
2021-02-23,399.9546753725997,,148.45946068605684,413.6979933284579,,151.5189724712231,398.3151098785596,,147.82812274180094,404.6322021484375,,149.72210693359375,302629,,76866.0
2021-02-24,405.6448718096057,,151.03334812617973,409.5026451422078,,153.36440351954585,400.2439832574679,,149.8192536878664,403.0408630371094,,151.61611938476562,60237,,23229.0
2021-02-25,405.83775983894753,,150.0620592142372,422.3779872422114,,154.1899799369589,405.2108775326011,,150.0620592142372,415.5786437988281,,152.0531768798828,333358,,54815.0
2021-02-26,412.73354501837184,,151.9075088213186,422.2815283341884,,153.89862690841227,409.88842535176354,,150.49916206427352,415.3375244140625,,152.4902801513672,213025,,63824.0
2021-03-01,429.08083392238507,,154.23853717102844,438.8217174939097,,154.23853717102844,420.5455045197998,,148.60513686184171,435.2532653808594,,149.8677978515625,579419,,66919.0
2021-03-02,445.5246156013661,,150.88765717310417,456.56747425714224,,162.1058775141948,438.1466004561067,,150.88765717310417,446.5854797363281,,160.84323120117188,493596,,189870.0
2021-03-03,449.7199291184447,,162.10588175283183,468.7194751731448,,192.9924468994141,438.8699412672145,,162.10588175283183,444.5601806640625,,192.9924468994141,757985,,1182402.0
2021-03-04,442.19732525017935,,195.2263837866596,461.5826446318301,,209.0184935079876,437.56800842731286,,187.4561794568423,456.326416015625,,193.38096618652344,447335,,1621170.0
2021-03-05,451.35948099794274,,193.04103176952356,458.1105843462026,,193.28385067740973,431.10617095316326,,182.98832305483916,443.1617126464844,,184.0567321777344,240648,,239411.0
2021-03-08,450.0092566477851,,187.4561710876153,461.9683478668196,,197.0717925882667,446.82657604892586,,179.15176261678656,450.6361389160156,,186.1449432373047,273126,,276548.0
2021-03-09,453.0954847789382,,191.2927112140359,457.0979483221317,,196.1976555673165,436.21772575454753,,179.68597168293837,439.6897277832031,,182.3569793701172,159232,,172583.0
2021-03-10,441.7150772817288,,185.41650236207963,446.92306575619705,,190.37001375009933,430.91329942673946,,182.79406125921184,432.7939758300781,,185.36795043945312,110762,,79216.0
2021-03-12,436.4106357322056,,188.23318654808733,447.5017347618638,,192.31254050376677,435.2532918865549,,186.4848877612284,444.2708435058594,,190.22430419921875,336393,,174677.0
2021-03-15,447.5017544619175,,190.3699914418256,447.5017544619175,,206.8816743730043,432.1188698792979,,187.6989839088408,443.2582092285156,,203.53077697753903,274621,,326692.0
2021-03-16,443.2582068573136,,202.12242120914635,455.2172995174632,,208.38714471579448,437.9537679858177,,192.31253352055944,442.6795349121094,,199.0143280029297,393537,,285575.0
2021-03-17,444.8013063730865,,200.5683925960183,447.5017361111111,,201.6853535031036,436.3624266511636,,193.38095975806084,440.509521484375,,196.7318572998047,157767,,135136.0
2021-03-18,442.6795283245696,,197.3146148875836,445.3799581187002,,199.69425175504315,423.9210920942521,,184.0567100398233,430.7686462402344,,190.12718200683597,852653,,93672.0
2021-03-19,425.41598470291007,,185.8535856805092,446.199727959377,,197.89739678355835,417.2664262942389,,179.783113386535,439.5450744628906,,194.6921844482422,468182,,104250.0
2021-03-22,439.5450597365633,,192.74963445680868,444.6083873583229,,206.34749247592023,429.3701940982079,,192.74963445680868,431.5401916503906,,205.6676025390625,193975,,150075.0
2021-03-23,452.99906911515774,,205.9103933125901,453.0954899075506,,227.2784529959721,429.1773057638161,,205.9103933125901,432.7457580566406,,219.3625640869141,776718,,707213.0
2021-03-24,432.0706006659836,,221.01373345448587,433.9512768838363,,229.9008979678952,406.4646426896833,,212.9035774511657,411.8172912597656,,215.5745849609375,327291,,321105.0
2021-03-25,411.8173284923966,,213.68061266447367,413.31220397739946,,220.18815563152137,393.7340148876368,,199.111479982805,395.4700012207031,,202.99658203125,412421,,156257.0
2021-03-26,403.0891336814689,,205.37619840084784,407.33267878527687,,217.56570870535717,394.4573534168382,,200.90834006079837,397.01312255859375,,214.16624450683597,235922,,120827.0
2021-03-30,390.5995215805881,,218.53697297981336,394.8913058746478,,235.92279734645703,368.41732652786334,,210.13544639122867,391.56396484375,,229.0753173828125,1720920,,223567.0
2021-03-31,389.0564320745045,,231.64921561982212,398.0257726716128,,237.96250661155733,381.9677677373072,,226.30720016527695,396.2415466308594,,232.42623901367188,316928,,140161.0
2021-04-01,398.074051830851,,236.9912411622031,407.67027636148543,,270.3059816495149,397.6882803200548,,236.65128878152063,404.58404541015625,,253.0172882080078,165695,,530676.0
2021-04-05,398.3150723636225,,255.34833380118428,411.5279569970998,,261.07885356489965,396.4343962053813,,237.03979874559303,402.5104064941406,,244.9556884765625,178293,,136956.0
2021-04-06,404.5840149006796,,244.0815550440041,428.2128787029839,,263.21568091386627,399.4242367144972,,244.0815550440041,422.8602294921875,,249.47213745117188,549477,,206381.0
