Date,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
2020-12-02,56.936337043585084,,57.07867933415998,,55.27569387981385,,55.89250564575195,,2313484,
2020-12-03,56.93634341545059,,58.407198229700015,,56.65166242235638,,57.79039001464844,,6144644,
2020-12-04,61.159113373198615,,62.67742150843881,,60.49485899390334,,61.25401306152344,,9721394,
2020-12-07,61.68104338439499,,70.55362279249175,,61.68104338439499,,67.65936279296875,,14846750,
2020-12-08,68.75063058339619,,70.22148899199856,,64.76508950951218,,66.47318267822266,,7093198,
2020-12-09,67.37467316272888,,71.40766416190631,,66.0936068815445,,69.93680572509766,,7949378,
2020-12-10,77.81300371587756,,83.88621520996094,,76.0574678848879,,83.88621520996094,,35045827,
2020-12-11,84.93004912421817,,84.93004912421817,,79.18896469530799,,79.71088409423828,,13355608,
2020-12-14,79.23640628234162,,82.51024292741656,,76.95895124063168,,79.85321807861328,,7269628,
2020-12-15,80.42259074366369,,83.31685796724416,,78.19258525065514,,81.6087646484375,,6947715,
2020-12-16,82.36791056029185,,83.03216498423363,,80.23279774641156,,81.22917938232422,,3648793,
2020-12-17,81.32407367878665,,81.60875828968281,,79.2838605134089,,79.5210952758789,,1735031,
2020-12-18,80.65982046843953,,82.74748351404341,,78.38236526607044,,82.0832290649414,,4336501,
2020-12-21,87.11261131710364,,87.20750377809303,,76.01001962540887,,78.42981719970703,,15290848,
2020-12-22,82.08322203109229,,83.5066305056199,,79.23640508203707,,82.46279907226562,,11011909,
2020-12-23,83.1270639290528,,87.87175944143972,,82.55770191553252,,86.1636734008789,,10799043,
2020-12-24,87.3023964572997,,88.6783552446618,,82.65259345889042,,84.88259887695312,,5079977,
2020-12-28,85.40451441055689,,85.78409147812545,,82.55769726353833,,83.26940155029297,,2173286,
2020-12-29,83.36429659707719,,83.83876613632046,,80.70727152121322,,81.41897583007812,,1768150,
2020-12-30,81.608765341412,,87.11261520223033,,79.71088707765823,,85.21473693847656,,6133882,
2020-12-31,83.50664076846269,,85.73664620465433,,83.31685584446667,,83.8387680053711,,1822082,
2021-01-01,83.5066427057379,,84.97750124023726,,82.98472329289467,,83.93366241455078,,1410151,
2021-01-04,84.93004668081022,,88.9155878749272,,84.74026176293057,,86.21111297607422,,7026875,
2021-01-05,86.30600214023488,,86.30600214023488,,84.50302376971628,,84.97749328613281,,1670851,
2021-01-06,85.40451825675318,,85.59430317916923,,83.6015325344778,,83.98110961914062,,1951800,
2021-01-07,84.64537053548128,,85.40452476263722,,83.17451917513462,,83.74388122558594,,1177164,
2021-01-08,84.45557396353314,,84.7402585694547,,83.17450771654673,,83.55408477783203,,1606958,
2021-01-11,83.93366132476082,,83.98111117615991,,81.13429384815448,,81.37152862548828,,1280464,
2021-01-12,81.51387461034646,,83.7913300232686,,77.05385625174243,,82.98472595214844,,1835713,
2021-01-13,83.4591892281603,,83.88621615825357,,80.65982183681486,,81.79854583740234,,1268011,
2021-01-14,82.6051534598905,,83.03217316882638,,80.89706014448512,,82.13068389892578,,1254924,
2021-01-15,82.46281004918986,,82.5102526607581,,80.090462275852,,81.37152862548828,,999775,
2021-01-18,81.32407438741605,,81.32407438741605,,79.0466264397234,,79.37875366210938,,1004423,
2021-01-19,79.80578435640513,,82.74749439468796,,79.47365708818201,,82.41536712646484,,1317981,
2021-01-20,82.13068389892578,,82.93728070459962,,80.80216768025836,,82.13068389892578,,871160,
2021-01-21,82.36791687828524,,84.45558000494712,,80.89705837552519,,81.51387023925781,,2658850,
2021-01-22,81.41896817630543,,82.08322257287067,,79.23640560502544,,79.99555969238281,,1077947,
2021-01-25,80.61237909284054,,81.3240834659021,,79.3787625234326,,79.61599731445312,,922284,
2021-01-27,79.9955687066921,,80.99195041381734,,78.57216006237252,,78.80939483642578,,1355810,
2021-01-28,78.38237298773268,,80.04301651391273,,78.09769558428626,,79.23641967773438,,1034932,
