Date,Open,Open.1,High,High.1,Low,Low.1,Close,Close.1,Volume,Volume.1
2020-12-01,1048.309738237649,,1048.309738237649,,1022.0698125320253,,1029.2982177734375,,12781,
2020-12-02,1024.84235043103,,1034.348110376511,,1020.8816070477216,,1026.1790771484375,,10890,
2020-12-03,1024.8920613116543,,1068.4106873936378,,1017.0200101369416,,1044.2996826171875,,46971,
2020-12-04,1059.499098258642,,1059.499098258642,,1026.9715099304933,,1051.032958984375,,31247,
2020-12-07,1069.4007780446505,,1069.4007780446505,,1035.0413754693593,,1057.3699951171875,,20351,
2020-12-08,1057.370045569185,,1067.420457165006,,1040.6854364382386,,1053.4093017578125,,13528,
2020-12-09,1065.3905368344242,,1065.4400944814188,,1034.249236696879,,1038.6060791015625,,11084,
2020-12-10,1043.6560807710066,,1043.6560807710066,,1019.8916159337164,,1021.4264526367188,,13440,
2020-12-11,1024.8425051070112,,1037.2198300479172,,1019.8915751306488,,1024.347412109375,,9383,
2020-12-14,1049.597086685113,,1094.1554535726889,,1045.1412499963556,,1077.866943359375,,95622,
2020-12-15,1089.2045633867674,,1098.1162370872046,,1062.469542285456,,1076.18359375,,32719,
2020-12-16,1075.341890101407,,1084.2535632237943,,1071.381146491457,,1074.747802734375,,10131,
2020-12-17,1077.2726995917478,,1103.0670905886343,,1067.4203982536335,,1079.649169921875,,38845,
2020-12-18,1085.095256291103,,1103.06715557662,,1042.2202768966538,,1050.9833984375,,25607,
2020-12-21,1051.9735023631615,,1093.1156531254942,,1029.793314491952,,1031.8726806640625,,46246,
2020-12-22,1025.832540131814,,1061.5287883569408,,1021.8717967336216,,1028.7535400390625,,18724,
2020-12-23,1033.754200902275,,1054.5481072422633,,1031.1301837849085,,1049.795166015625,,10066,
2020-12-24,1052.6172779333062,,1075.3419983336976,,1049.4981678520744,,1061.9744873046875,,16551,
2020-12-28,1067.3212959605423,,1075.3417767508004,,1052.6664977995529,,1069.9453125,,17176,
2020-12-29,1070.3910632955904,,1084.2536672605656,,1068.2621392265064,,1079.352294921875,,22893,
2020-12-30,1081.283048618469,,1082.2732345604268,,1069.400817314969,,1078.114501953125,,17976,
2020-12-31,1072.3712585801836,,1086.976499636562,,1061.5782088115195,,1083.2137451171875,,28723,
2021-01-01,1083.659482412755,,1086.7290345545762,,1074.0546065771368,,1082.3721923828125,,23815,
2021-01-04,1084.2535708747566,,1089.20450042213,,1079.3026413273833,,1087.3726806640625,,21272,
2021-01-05,1087.223994219239,,1122.2765952565028,,1078.8074150290174,,1107.0277099609375,,29912,
2021-01-06,1108.0179837350272,,1118.513929737146,,1099.551846234245,,1113.810546875,,36399,
2021-01-07,1119.405119475445,,1121.5340432579294,,1100.3440415896405,,1113.7611083984375,,126418,
2021-01-08,1123.8610223970427,,1132.723138057331,,1096.135816558173,,1117.622802734375,,35600,
2021-01-11,1123.2171623043953,,1126.7818067695332,,1109.0080212071352,,1118.216796875,,27068,
2021-01-12,1136.733500875152,,1231.7417969591288,,1115.295950312234,,1171.291015625,,110455,
2021-01-13,1177.0338481042793,,1216.938385413459,,1143.7141916132102,,1167.775634765625,,64736,
2021-01-14,1173.419856381669,,1181.2917859863028,,1153.0714876622376,,1169.6075439453125,,15463,
2021-01-15,1175.3506714540629,,1175.3506714540629,,1154.0616744563692,,1167.132080078125,,113459,
2021-01-18,1172.8750690056709,,1174.4593420962271,,1143.763582586581,,1159.3590087890625,,17116,
2021-01-19,1163.4682434937913,,1187.2327012332391,,1158.5173147980731,,1170.548095703125,,11181,
2021-01-20,1174.06343003345,,1178.3212779581886,,1156.3391982645303,,1175.5982666015625,,9672,
2021-01-21,1181.4897224959138,,1181.4897224959138,,1164.0624754946534,,1173.518798828125,,10669,
2021-01-22,1173.9644743771437,,1179.3115028466284,,1144.3084526083046,,1163.9140625,,7336,
2021-01-25,1156.5371761913564,,1172.2315991424368,,1137.2285503902162,,1165.3992919921875,,15129,
2021-01-27,1178.3212743412876,,1181.3908265957823,,1139.4069183607571,,1173.0238037109375,,21494,
2021-01-28,1172.3799562816992,,1176.3406993772453,,1153.566426577854,,1171.3897705078125,,6241,
2021-01-29,1166.1914909627558,,1183.272198429627,,1160.5474794530603,,1175.4002685546875,,10023,
2021-02-01,1185.202987295957,,1189.4112774513442,,1111.9292292962737,,1177.380615234375,,37769,
2021-02-02,1176.1924000114473,,1208.0269036551838,,1163.6170863305192,,1199.0162353515625,,37211,
2021-02-03,1199.016017514006,,1212.9776132140937,,1188.420956858884,,1209.511962890625,,14503,
2021-02-04,1212.9776962420103,,1222.879554986843,,1195.2039081439552,,1208.7198486328125,,17647,
2021-02-05,1217.928672917437,,1245.6538784797854,,1197.134768745676,,1229.6129150390625,,29585,
2021-02-08,1239.6632118379655,,1257.5361160089035,,1230.8506538645654,,1237.2373046875,,18992,
2021-02-09,1239.9603402343748,,1244.614165791702,,1208.1258381692885,,1237.732421875,,16055,
2021-02-10,1244.267525051495,,1244.267525051495,,1210.5517691082623,,1228.2265625,,15299,
2021-02-11,1218.0771170806,,1238.6234729541134,,1217.928565032357,,1232.38525390625,,30995,
2021-02-12,1237.6334435959493,,1252.2386863645445,,1224.860020661157,,1228.078125,,8380,
2021-02-15,1227.8307208216504,,1241.693325734153,,1221.2955169659351,,1235.999755859375,,12357,
2021-02-16,1242.1881173726165,,1396.4591172453706,,1228.9691607842817,,1277.191162109375,,242770,
2021-02-17,1271.893758235026,,1276.3000370360833,,1233.4250611113691,,1261.1007080078125,,26461,
2021-02-18,1267.4379453135004,,1296.945533326751,,1249.6145992075294,,1259.0709228515625,,39351,
2021-02-19,1260.5067147504255,,1293.1828511108058,,1251.2485002894462,,1265.5072021484375,,17181,
2021-02-22,1264.4673671207272,,1280.2113467667764,,1258.6748039046968,,1266.150634765625,,13904,
2021-02-23,1262.4871426444276,,1335.760906217516,,1262.4871426444276,,1286.647705078125,,105856,
2021-02-24,1286.6475558124455,,1293.0837640282737,,1272.2403029188647,,1281.1025390625,,25663,
2021-02-25,1310.0159528523866,,1311.996324663199,,1285.3108628614234,,1306.748291015625,,15682,
2021-02-26,1306.748299391157,,1307.0454035136042,,1282.290755719786,,1291.945068359375,,9433,
2021-03-01,1311.996243149963,,1335.760703403245,,1293.7273626791705,,1327.49267578125,,16004,
2021-03-02,1360.5154833092136,,1360.5154833092136,,1310.0160003042863,,1325.1658935546875,,12235,
2021-03-03,1325.8589435839428,,1340.711732347019,,1310.3625098000057,,1336.99853515625,,11880,
2021-03-04,1340.6620600975764,,1390.2209093828262,,1327.0470048952875,,1384.477783203125,,30862,
2021-03-05,1386.260246611822,,1405.1727729447086,,1351.6037404465264,,1363.6839599609375,,13135,
2021-03-08,1386.260379479759,,1398.1426113038713,,1371.4075896996187,,1388.8348388671875,,10844,
2021-03-09,1395.122338930885,,1407.4996623568388,,1336.7509300030067,,1375.665283203125,,28798,
2021-03-10,1403.0934403503654,,1403.0934403503654,,1355.5645164711716,,1361.8521728515625,,46666,
2021-03-12,1386.2602933146966,,1386.2602933146966,,1322.2943068119223,,1334.671630859375,,22149,
2021-03-15,1341.355337277322,,1341.8998669923103,,1282.9838066596635,,1311.253662109375,,19523,
2021-03-16,1307.7879221517458,,1317.8383324021763,,1302.094353685062,,1309.4217529296875,,13920,
2021-03-17,1311.9963178175965,,1311.9963178175965,,1279.2211886941232,,1291.64794921875,,18345,
2021-03-18,1283.2809432650645,,1293.182802395196,,1241.445588440258,,1267.0418701171875,,22495,
2021-03-19,1244.6636646215447,,1334.7705806760878,,1231.0486086242922,,1278.924072265625,,21808,
2021-03-22,1307.0453214294364,,1308.085064920401,,1267.0913465738367,,1277.8348388671875,,4872,
2021-03-23,1284.2710196627104,,1295.1630637770431,,1247.6341440054086,,1287.2415771484375,,13514,
2021-03-24,1277.33964586581,,1291.202246673656,,1247.6340727061402,,1275.8048095703125,,6705,
2021-03-25,1256.0507904249353,,1287.2416456857832,,1241.5941007324627,,1273.6761474609375,,6318,
2021-03-26,1277.389379958787,,1306.0552136687825,,1267.4379632267185,,1281.8946533203125,,8432,
2021-03-30,1285.2613469581972,,1294.420566880665,,1271.002645282813,,1287.6378173828125,,6143,
2021-03-31,1304.6688363475184,,1346.5537456558168,,1250.6047137517132,,1270.0618896484375,,8022,
2021-04-01,1272.3889086032084,,1311.006159525796,,1239.0691281840018,,1279.71630859375,,10605,
2021-04-05,1271.3986286094002,,1279.8152083159266,,1227.7808936637186,,1235.454833984375,,11706,
2021-04-06,1241.6434640863208,,1273.0324271908178,,1230.2563271247152,,1237.2867431640625,,27008,
2021-04-07,1243.4754582905982,,1267.4379078876805,,1243.425900648402,,1260.8037109375,,7090,
2021-04-08,1257.536053091873,,1317.9373910750262,,1252.9812222708822,,1300.7576904296875,,10970,
2021-04-09,1335.7606541703387,,1344.6723264368568,,1263.1799861396685,,1299.123779296875,,16733,
2021-04-12,1331.8000201704988,,1331.8000201704988,,1237.7323607532517,,1246.446044921875,,10892,
2021-04-13,1248.62443553057,,1371.3579310230557,,1242.7823144729766,,1264.5169677734375,,101337,
2021-04-15,1280.310361856109,,1314.9668681708529,,1238.0294725010422,,1298.975341796875,,19315,
2021-04-16,1298.975198413433,,1298.975198413433,,1282.290592103761,,1286.102783203125,,3758,
2021-04-19,1274.3694320886746,,1274.3694320886746,,1234.959979390773,,1252.8328857421875,,5527,
2021-04-20,1266.4477396313075,,1271.7947675540154,,1230.8506056192068,,1236.2470703125,,11202,
2021-04-22,1235.7521075849004,,1282.2908488160626,,1215.6018469922533,,1266.3983154296875,,30204,
2021-04-23,1265.1603759717734,,1272.2402287710208,,1239.0195669780787,,1242.2376708984375,,4700,
2021-04-26,1243.673478007861,,1252.5851510190637,,1213.076709828271,,1219.0673828125,,16385,
2021-04-27,1225.2064807623524,,1235.157897256595,,1200.1052927493567,,1206.491943359375,,14447,
2021-04-28,1212.8786584062827,,1321.0069036797952,,1209.0664671004636,,1282.5382080078125,,53418,
2021-04-29,1311.7982928994804,,1311.8972873123207,,1232.7318542425814,,1246.0499267578125,,17109,
2021-04-30,1239.7126578533246,,1244.6635869981062,,1206.0463396688094,,1210.056640625,,13624,
2021-05-03,1211.9876132779111,,1231.0982506270504,,1188.223150272462,,1210.7994384765625,,16705,
2021-05-04,1208.0266558916708,,1222.8794426444372,,1195.15424070594,,1206.4423828125,,8481,
2021-05-05,1212.4825962579748,,1244.812189046418,,1205.749284001702,,1216.0472412109375,,15729,
2021-05-06,1222.136925681895,,1247.2876712761,,1208.0267768538886,,1223.8697509765625,,18366,
2021-05-07,1219.9585613649897,,1255.1101600923714,,1217.9286319627986,,1226.295654296875,,8834,
2021-05-10,1228.7710921985497,,1247.6341811433258,,1217.9781630436394,,1228.2265625,,99292,
2021-05-11,1219.0674341428105,,1240.7525302242748,,1207.4327494438478,,1212.6312255859375,,11415,
2021-05-12,1198.1744424833682,,1226.7907170019976,,1198.1744424833682,,1205.749267578125,,8367,
2021-05-14,1225.5529498099097,,1235.7023545373297,,1191.1935499596582,,1197.5802001953125,,17931,
2021-05-17,1203.5709220497872,,1215.7006989277056,,1198.6199927118612,,1206.04638671875,,21688,
2021-05-18,1199.709299820873,,1241.6436515718003,,1199.709299820873,,1228.622802734375,,29142,
2021-05-19,1232.7814210067047,,1252.585138613238,,1214.017446923434,,1246.2479248046875,,16149,
2021-05-20,1246.247975126549,,1267.091437097977,,1228.82072710357,,1242.2872314453125,,17757,
2021-05-21,1248.5255348902565,,1267.1905165663711,,1237.7324834600226,,1263.972412109375,,25633,
2021-05-24,1277.83493739514,,1320.9080251725045,,1258.823415966467,,1299.8170166015625,,53754,
2021-05-25,1321.8981523798702,,1335.760754726925,,1308.5306429737816,,1321.0565185546875,,17442,
2021-05-26,1317.095669043715,,1335.76064724176,,1306.9462645706026,,1313.927001953125,,7757,
2021-05-27,1326.8489967954774,,1336.7508549805182,,1306.0550946068915,,1324.323974609375,,16375,
2021-05-28,1406.063957804992,,1431.3632555355443,,1351.603734087193,,1390.963623046875,,338128,
2021-05-31,1401.1130779914156,,1583.307287426342,,1397.8949737486791,,1539.14501953125,,1298995,
2021-06-01,1549.6408823491463,,1628.855751734406,,1439.0866060888834,,1480.1298828125,,673731,
2021-06-02,1485.278801565922,,1609.052035029749,,1481.3180580950798,,1582.3170166015625,,308039,
2021-06-03,1596.1797594080851,,1623.9049661471834,,1539.7887176215927,,1562.71142578125,,158603,
2021-06-04,1576.573873830357,,1592.317853137746,,1534.7880789962803,,1542.115478515625,,53260,
2021-06-07,1560.1369290784526,,1609.052138255893,,1560.1369290784526,,1591.8724365234375,,125887,
2021-06-08,1600.1404442927917,,1628.6082894496096,,1586.2778414338195,,1613.904052734375,,77727,
2021-06-09,1621.0828771154654,,1627.865626384273,,1584.7925395547618,,1615.933837890625,,68880,
2021-06-10,1629.7468169549063,,1653.0656198006195,,1605.7348115323864,,1624.5977783203125,,47293,
2021-06-11,1614.0525138287144,,1662.5220634585296,,1604.1010975597487,,1622.0234375,,105833,
2021-06-14,1622.0235072618996,,1630.1431042085633,,1548.0071108423476,,1605.9825439453125,,28504,
2021-06-15,1613.953390969582,,1625.8851789079288,,1574.395514289651,,1601.9227294921875,,17542,
2021-06-16,1586.3271832087385,,1607.4676255173852,,1554.54212285247,,1569.6424560546875,,47454,
2021-06-17,1567.4642859530595,,1614.201012270585,,1559.8399028415645,,1590.981201171875,,45416,
2021-06-18,1586.2777565303404,,1592.3178661354282,,1541.7193925828587,,1569.7911376953125,,45666,
2021-06-21,1577.3661576591578,,1585.28764495437,,1544.6900225664067,,1556.32470703125,,17417,
2021-06-22,1570.4348151936329,,1614.0029941775672,,1570.4348151936329,,1595.387451171875,,26071,
